year,month,day,MKT_RF,SMB,HML,RF,GE,XOM,AAPL,R3000,R2000,SP500
1959,10,1,0.0128,0.0141,-0.0202,0.003,,,,,,
1959,11,1,0.016,0.0127,-0.0325,0.0026,,,,,,
1959,12,1,0.0246,-0.0059,-0.0007,0.0034,,,,,,
1960,1,1,-0.0698,0.0204,0.0269,0.0033,,,,,,
1960,2,1,0.0117,0.0054,-0.02,0.0029,,,,,,
1960,3,1,-0.0163,-0.0047,-0.0287,0.0035,,,,,,
1960,4,1,-0.0171,0.0038,-0.0235,0.0019,,,,,,
1960,5,1,0.0312,0.0126,-0.0372,0.0027,,,,,,
1960,6,1,0.0208,-0.0017,-0.0027,0.0024,,,,,,
1960,7,1,-0.0237,-0.0056,0.0207,0.0013,,,,,,
1960,8,1,0.0301,0.0088,-0.0018,0.0017,,,,,,
1960,9,1,-0.0599,-0.0115,0.0159,0.0016,,,,,,
1960,10,1,-0.0071,-0.0396,0.0259,0.0022,,,,,,
1960,11,1,0.0469,0.0034,-0.0245,0.0013,,,,,,
1960,12,1,0.0471,-0.0159,-0.0075,0.0016,,,,,,
1961,1,1,0.062,0.0069,0.0374,0.0019,,,,,,
1961,2,1,0.0357,0.0395,-0.0074,0.0014,,,,,,
1961,3,1,0.0289,0.0319,-0.0073,0.002,,,,,,
1961,4,1,0.0029,0.0011,0.0203,0.0017,,,,,,
1961,5,1,0.024,0.0191,0.0049,0.0018,,,,,,
1961,6,1,-0.0308,-0.0246,-0.0022,0.002,,,,,,
1961,7,1,0.0283,-0.019,-0.0012,0.0018,,,,,,
1961,8,1,0.0257,-0.0181,-0.0019,0.0014,,,,,,
1961,9,1,-0.0215,-0.0112,-0.0049,0.0017,,,,,,
1961,10,1,0.0257,-0.0197,0.0061,0.0019,,,,,,
1961,11,1,0.0445,0.0105,-0.0092,0.0015,,,,,,
1961,12,1,-0.0018,-0.0112,0.022,0.0019,,,,,,
1962,1,1,-0.0387,0.0184,0.05,0.0024,,,,,,
1962,2,1,0.0181,-0.0118,0.009,0.002,,,,,,
1962,3,1,-0.0068,0.0024,-0.0096,0.002,,,,,,
1962,4,1,-0.0659,-0.0099,0.0044,0.0022,,,,,,
1962,5,1,-0.0865,-0.0301,0.0232,0.0024,,,,,,
1962,6,1,-0.0847,-0.0077,0.028,0.002,,,,,,
1962,7,1,0.0628,0.0161,-0.0361,0.0027,,,,,,
1962,8,1,0.0213,0.0125,-0.0122,0.0023,,,,,,
1962,9,1,-0.0522,-0.0248,0.0132,0.0021,,,,,,
1962,10,1,-0.0005,-0.0401,0.0137,0.0025,,,,,,
1962,11,1,0.1087,0.0258,0.0105,0.002,,,,,,
1962,12,1,0.0101,-0.0379,0.0033,0.0023,,,,,,
1963,1,1,0.0493,0.0309,0.0222,0.0025,,,,,,
1963,2,1,-0.0238,0.0048,0.0224,0.0023,,,,,,
1963,3,1,0.0308,-0.0251,0.0194,0.0023,,,,,,
1963,4,1,0.0451,-0.0133,0.0102,0.0025,,,,,,
1963,5,1,0.0176,0.0107,0.0258,0.0024,,,,,,
1963,6,1,-0.02,-0.0026,0.0075,0.0023,,,,,,
1963,7,1,-0.0039,-0.0055,-0.0082,0.0027,,,,,,
1963,8,1,0.0507,-0.0097,0.0163,0.0025,,,,,,
1963,9,1,-0.0157,-0.0032,0.0019,0.0027,,,,,,
1963,10,1,0.0253,-0.0054,-0.0011,0.0029,,,,,,
1963,11,1,-0.0085,-0.011,0.0166,0.0027,,,,,,
1963,12,1,0.0183,-0.0196,-0.0011,0.0029,,,,,,
1964,1,1,0.0224,-0.0018,0.0164,0.003,,,,,,
1964,2,1,0.0154,0.0009,0.0283,0.0026,,,,,,
1964,3,1,0.0141,0.01,0.0336,0.0031,,,,,,
1964,4,1,0.001,-0.0141,-0.0042,0.0029,,,,,,
1964,5,1,0.0142,-0.0088,0.0188,0.0026,,,,,,
1964,6,1,0.0127,-0.003,0.0072,0.003,,,,,,
1964,7,1,0.0174,0.0023,0.007,0.003,,,,,,
1964,8,1,-0.0144,0.0009,0.0012,0.0028,,,,,,
1964,9,1,0.0269,-0.0052,0.0165,0.0028,,,,,,
1964,10,1,0.0059,0.0045,0.0114,0.0029,,,,,,
1964,11,1,0,0.006,-0.0196,0.0029,,,,,,
1964,12,1,0.0003,-0.0024,-0.0258,0.0031,,,,,,
1965,1,1,0.0354,0.0267,0.002,0.0028,,,,,,
1965,2,1,0.0044,0.0348,0.0019,0.003,,,,,,
1965,3,1,-0.0134,0.0178,0.0107,0.0036,,,,,,
1965,4,1,0.0311,0.0119,0.007,0.0031,,,,,,
1965,5,1,-0.0077,0.0003,-0.0162,0.0031,,,,,,
1965,6,1,-0.0551,-0.0435,0.0058,0.0035,,,,,,
1965,7,1,0.0143,0.0085,0.0222,0.0031,,,,,,
1965,8,1,0.0273,0.0284,-0.0107,0.0033,,,,,,
1965,9,1,0.0286,0.0062,-0.0011,0.0031,,,,,,
1965,10,1,0.026,0.0243,0.016,0.0031,,,,,,
1965,11,1,-0.0003,0.0468,0.0023,0.0035,,,,,,
1965,12,1,0.0101,0.0207,0.0208,0.0033,,,,,,
1966,1,1,0.0072,0.0386,0.0357,0.0038,,,,,,
1966,2,1,-0.0121,0.0445,0.0036,0.0035,,,,,,
1966,3,1,-0.0251,0.0095,-0.0205,0.0038,,,,,,
1966,4,1,0.0214,0.0343,-0.0045,0.0034,,,,,,
1966,5,1,-0.0566,-0.0465,-0.0165,0.0041,,,,,,
1966,6,1,-0.0144,0.0106,0.0049,0.0038,,,,,,
1966,7,1,-0.0163,-0.0032,0.0082,0.0035,,,,,,
1966,8,1,-0.0791,-0.0332,0.0056,0.0041,,,,,,
1966,9,1,-0.0106,-0.011,0.005,0.004,,,,,,
1966,10,1,0.0386,-0.0659,0.0281,0.0045,,,,,,
1966,11,1,0.014,0.0433,-0.046,0.004,,,,,,
1966,12,1,0.0013,0.0186,-0.0129,0.004,,,,,,
1967,1,1,0.0815,0.0843,0.0203,0.0043,,,,,,
1967,2,1,0.0078,0.0337,-0.0226,0.0036,,,,,,
1967,3,1,0.0399,0.0174,0.0019,0.0039,,,,,,
1967,4,1,0.0389,0.0057,-0.0254,0.0032,,,,,,
1967,5,1,-0.0433,0.02,0.0089,0.0033,,,,,,
1967,6,1,0.0241,0.06,0.0095,0.0027,,,,,,
1967,7,1,0.0458,0.0309,0.0265,0.0031,,,,,,
1967,8,1,-0.0089,0.0048,0.0146,0.0031,,,,,,
1967,9,1,0.0311,0.0309,-0.0246,0.0032,,,,,,
1967,10,1,-0.0309,0.0142,-0.0338,0.0039,,,,,,
1967,11,1,0.0037,0.002,-0.0171,0.0036,,,,,,
1967,12,1,0.0305,0.0573,-0.0039,0.0033,,,,,,
1968,1,1,-0.0406,0.039,0.0477,0.004,,,,,,
1968,2,1,-0.0375,-0.0294,0.0115,0.0039,,,,,,
1968,3,1,0.002,-0.0129,-0.0059,0.0038,,,,,,
1968,4,1,0.0905,0.0573,-0.0102,0.0043,,,,,,
1968,5,1,0.0228,0.0642,0.0085,0.0045,,,,,,
1968,6,1,0.0069,-0.0017,0.0068,0.0043,,,,,,
1968,7,1,-0.0272,-0.0131,0.0548,0.0048,,,,,,
1968,8,1,0.0134,0.0234,0.0101,0.0042,,,,,,
1968,9,1,0.0403,0.028,0.0026,0.0043,,,,,,
1968,10,1,0.0042,-0.0047,0.0291,0.0044,,,,,,
1968,11,1,0.0543,0.0237,-0.009,0.0042,,,,,,
1968,12,1,-0.0394,0.0344,0.0002,0.0043,,,,,,
1969,1,1,-0.0125,-0.0079,0.0169,0.0053,,,,,,
1969,2,1,-0.0584,-0.0388,0.0092,0.0046,,,,,,
1969,3,1,0.0264,-0.0026,-0.0045,0.0046,,,,,,
1969,4,1,0.0146,-0.0087,0.0006,0.0053,,,,,,
1969,5,1,-0.001,-0.0027,0.0073,0.0048,,,,,,
1969,6,1,-0.0718,-0.0539,-0.011,0.0051,,,,,,
1969,7,1,-0.07,-0.0321,0.0141,0.0053,,,,,,
1969,8,1,0.0468,0.0094,-0.0385,0.005,,,,,,
1969,9,1,-0.0298,0.0122,-0.0321,0.0062,,,,,,
1969,10,1,0.0506,0.038,-0.0322,0.006,,,,,,
1969,11,1,-0.0379,-0.0253,-0.0111,0.0052,,,,,,
1969,12,1,-0.0263,-0.0367,-0.0308,0.0064,,,,,,
1970,1,1,-0.081,0.0291,0.0307,0.006,,,,,,
1970,2,1,0.0513,-0.0239,0.0402,0.0062,,,,,,
1970,3,1,-0.0106,-0.0232,0.0425,0.0057,,,,,,
1970,4,1,-0.11,-0.0611,0.0639,0.005,,,,,,
1970,5,1,-0.0692,-0.0451,0.0363,0.0053,,,,,,
1970,6,1,-0.0579,-0.0213,0.0079,0.0058,,,,,,
1970,7,1,0.0693,-0.0055,0.0105,0.0052,,,,,,
1970,8,1,0.0449,0.0153,0.0108,0.0053,,,,,,
1970,9,1,0.0418,0.0862,-0.055,0.0054,,,,,,
1970,10,1,-0.0228,-0.0422,0.0021,0.0046,,,,,,
1970,11,1,0.0459,-0.0407,0.0169,0.0046,,,,,,
1970,12,1,0.0572,0.0293,0.0098,0.0042,,,,,,
1971,1,1,0.0484,0.0744,0.0135,0.0038,,,,,,
1971,2,1,0.0141,0.019,-0.0134,0.0033,,,,,,
1971,3,1,0.0413,0.0257,-0.0399,0.003,,,,,,
1971,4,1,0.0315,-0.0048,0.0074,0.0028,,,,,,
1971,5,1,-0.0398,-0.0111,-0.0137,0.0029,,,,,,
1971,6,1,-0.001,-0.0143,-0.02,0.0037,,,,,,
1971,7,1,-0.045,-0.015,0.0017,0.004,,,,,,
1971,8,1,0.0379,-0.0018,0.0271,0.0047,,,,,,
1971,9,1,-0.0085,0.0041,-0.0294,0.0037,,,,,,
1971,10,1,-0.0442,-0.0178,-0.0047,0.0037,,,,,,
1971,11,1,-0.0046,-0.0283,-0.0174,0.0037,,,,,,
1971,12,1,0.0871,0.0329,-0.003,0.0037,,,,,,
1972,1,1,0.0249,0.0611,0.0203,0.0029,,,,,,
1972,2,1,0.0287,0.0138,-0.0276,0.0025,,,,,,
1972,3,1,0.0063,-0.0027,-0.0169,0.0027,,,,,,
1972,4,1,0.0029,0,0.0022,0.0029,,,,,,
1972,5,1,0.0125,-0.0279,-0.0269,0.003,,,,,,
1972,6,1,-0.0243,0.0033,-0.0248,0.0029,,,,,,
1972,7,1,-0.008,-0.0288,0.0077,0.0031,,,,,,
1972,8,1,0.0326,-0.0407,0.0468,0.0029,,,,,,
1972,9,1,-0.0114,-0.0269,0.0049,0.0034,,,,,,
1972,10,1,0.0052,-0.0271,0.0132,0.004,,,,,,
1972,11,1,0.046,-0.0112,0.0478,0.0037,,,,,,
1972,12,1,0.0062,-0.0186,-0.0229,0.0037,,,,,,
1973,1,1,-0.0329,-0.035,0.0268,0.0044,,,,,,
1973,2,1,-0.0485,-0.0399,0.0168,0.0041,,,,,,
1973,3,1,-0.0129,-0.0287,0.0284,0.0046,,,,,,
1973,4,1,-0.0568,-0.0398,0.0566,0.0052,,,,,,
1973,5,1,-0.0294,-0.0611,0.0019,0.0051,,,,,,
1973,6,1,-0.0156,-0.0294,0.0143,0.0051,,,,,,
1973,7,1,0.0504,0.0786,-0.0518,0.0064,,,,,,
1973,8,1,-0.0384,-0.0205,0.0118,0.007,,,,,,
1973,9,1,0.0475,0.0292,0.0211,0.0068,,,,,,
1973,10,1,-0.0086,-0.0017,0.0174,0.0065,,,,,,
1973,11,1,-0.1274,-0.0771,0.04,0.0056,,,,,,
1973,12,1,0.0058,-0.0533,0.0425,0.0064,,,,,,
1974,1,1,-0.0017,0.0987,0.0586,0.0063,,,,,,
1974,2,1,-0.0048,0.0001,0.0255,0.0058,,,,,,
1974,3,1,-0.0281,0.0249,-0.0009,0.0056,,,,,,
1974,4,1,-0.0529,-0.0072,0.0101,0.0075,,,,,,
1974,5,1,-0.0467,-0.0304,-0.0207,0.0075,,,,,,
1974,6,1,-0.0283,-0.0016,0.0079,0.006,,,,,,
1974,7,1,-0.0805,0.0088,0.0521,0.007,,,,,,
1974,8,1,-0.0935,-0.007,0.0257,0.006,,,,,,
1974,9,1,-0.1177,0.0026,0.0552,0.0081,,,,,,
1974,10,1,0.161,-0.035,-0.0972,0.0051,,,,,,
1974,11,1,-0.0451,-0.0119,-0.0008,0.0054,,,,,,
1974,12,1,-0.0344,-0.0484,0.0006,0.007,,,,,,
1975,1,1,0.1366,0.1102,0.0821,0.0058,,,,,,
1975,2,1,0.0556,0.0017,-0.0453,0.0043,,,,,,
1975,3,1,0.0266,0.0378,0.0242,0.0041,,,,,,
1975,4,1,0.0423,-0.005,-0.0116,0.0044,,,,,,
1975,5,1,0.0519,0.0383,-0.0407,0.0044,,,,,,
1975,6,1,0.0482,0.0077,0.0129,0.0041,,,,,,
1975,7,1,-0.0659,0.0271,0.0165,0.0048,,,,,,
1975,8,1,-0.0285,-0.032,-0.009,0.0048,,,,,,
1975,9,1,-0.0426,-0.0011,0.0033,0.0053,,,,,,
1975,10,1,0.0531,-0.0399,0.0029,0.0056,,,,,,
1975,11,1,0.0265,-0.012,0.0199,0.0041,,,,,,
1975,12,1,-0.016,-0.0077,0.0178,0.0048,,,,,,
1976,1,1,0.1216,0.0479,0.086,0.0047,,,,,,
1976,2,1,0.0032,0.0701,0.0585,0.0034,,,,,,
1976,3,1,0.0233,-0.0116,-0.0002,0.004,,,,,,
1976,4,1,-0.0149,-0.0007,-0.0002,0.0042,,,,,,
1976,5,1,-0.0135,-0.0125,-0.0131,0.0037,,,,,,
1976,6,1,0.0405,-0.0138,0.0073,0.0043,,,,,,
1976,7,1,-0.0107,0.003,0.0173,0.0047,,,,,,
1976,8,1,-0.0056,-0.02,0.0077,0.0042,,,,,,
1976,9,1,0.0206,0,-0.0028,0.0044,,,,,,
1976,10,1,-0.0242,0.0025,-0.0013,0.0041,,,,,,
1976,11,1,0.0036,0.0235,0.0152,0.004,,,,,,
1976,12,1,0.0565,0.03,0.0223,0.004,,,,,,
1977,1,1,-0.0405,0.0478,0.0426,0.0036,,,,,,
1977,2,1,-0.0195,0.011,0.0048,0.0035,,,,,,
1977,3,1,-0.0137,0.01,0.0104,0.0038,,,,,,
1977,4,1,0.0015,-0.0011,0.0345,0.0038,,,,,,
1977,5,1,-0.0146,0.012,0.0083,0.0037,,,,,,
1977,6,1,0.0471,0.0213,-0.0064,0.004,,,,,,
1977,7,1,-0.0169,0.0213,-0.0061,0.0042,,,,,,
1977,8,1,-0.0175,0.0151,-0.0279,0.0044,,,,,,
1977,9,1,-0.0027,0.0144,-0.0051,0.0043,,,,,,
1977,10,1,-0.0438,0.0126,0.0171,0.0049,,,,,,
1977,11,1,0.04,0.0369,0.0035,0.005,,,,,,
1977,12,1,0.0027,0.0134,-0.0034,0.0049,,,,,,
1978,1,1,-0.0601,0.0222,0.0329,0.0049,,,,,,
1978,2,1,-0.0138,0.0357,0.008,0.0046,,,,,,
1978,3,1,0.0285,0.0344,0.0125,0.0053,,,,,,
1978,4,1,0.0788,0.0039,-0.0347,0.0054,,,,,,
1978,5,1,0.0176,0.0459,-0.006,0.0051,,,,,,
1978,6,1,-0.0169,0.0169,0.0058,0.0054,,,,,,
1978,7,1,0.0511,0.0027,-0.0111,0.0056,,,,,,
1978,8,1,0.0375,0.0509,-0.0048,0.0056,,,,,,
1978,9,1,-0.0143,-0.0041,0.0188,0.0062,,,,,,
1978,10,1,-0.1191,-0.099,0.0136,0.0068,,,,,,
1978,11,1,0.0271,0.0302,-0.0221,0.007,,,,,,
1978,12,1,0.0088,0.0124,-0.0219,0.0078,,,,,,
1979,1,1,0.0423,0.0369,0.0225,0.0077,,,,,,
1979,2,1,-0.0356,0.0046,0.0118,0.0073,,,,,,
1979,3,1,0.0568,0.0319,-0.0065,0.0081,,,,,,
1979,4,1,-0.0006,0.0216,0.0107,0.008,,,,,,
1979,5,1,-0.0221,0.0049,0.0183,0.0082,,,,,,
1979,6,1,0.0385,0.0116,0.0144,0.0081,,,,,,
1979,7,1,0.0082,0.0126,0.0172,0.0077,,,,,,
1979,8,1,0.0553,0.0208,-0.0152,0.0077,,,,,,
1979,9,1,-0.0082,-0.0026,-0.0092,0.0083,,,,,,
1979,10,1,-0.081,-0.0333,-0.0186,0.0087,,,,,,
1979,11,1,0.0521,0.0274,-0.0328,0.0099,,,,,,
1979,12,1,0.0179,0.0417,-0.0201,0.0095,,,,,,
1980,1,1,0.0551,0.0165,0.0182,0.008,,,,,,
1980,2,1,-0.0122,-0.0181,0.0061,0.0089,,,,,,
1980,3,1,-0.129,-0.0664,-0.0106,0.0121,,,,,,
1980,4,1,0.0397,0.0097,0.0106,0.0126,,,,,,
1980,5,1,0.0526,0.0216,0.004,0.0081,,,,,,
1980,6,1,0.0306,0.0167,-0.009,0.0061,,,,,,
1980,7,1,0.0649,0.0424,-0.0635,0.0053,,,,,,
1980,8,1,0.018,0.039,-0.0265,0.0064,,,,,,
1980,9,1,0.0219,0.0086,-0.0474,0.0075,,,,,,
1980,10,1,0.0106,0.0249,-0.0277,0.0095,,,,,,
1980,11,1,0.0959,-0.0348,-0.0845,0.0096,,,,,,
1980,12,1,-0.0452,-0.0028,0.0269,0.0131,,,,,,
1981,1,1,-0.0504,0.03,0.0682,0.0104,,,,,,
1981,2,1,0.0056,-0.003,0.0102,0.0107,,,,,,
1981,3,1,0.0356,0.0358,0.007,0.0121,,,,,,
1981,4,1,-0.021,0.0443,0.0229,0.0108,,,,,,
1981,5,1,0.0011,0.0201,-0.0041,0.0115,,,,,,
1981,6,1,-0.0236,-0.0084,0.0509,0.0135,,,,,,
1981,7,1,-0.0154,-0.0217,-0.006,0.0124,,,,,,
1981,8,1,-0.0703,-0.0195,0.0483,0.0128,,,,,,
1981,9,1,-0.0717,-0.0266,0.0517,0.0124,,,,,,
1981,10,1,0.0492,0.0216,-0.0419,0.0121,,,,,,
1981,11,1,0.0336,-0.0096,0.019,0.0107,,,,,,
1981,12,1,-0.0365,0.0119,0.0075,0.0087,,,,,,
1982,1,1,-0.0324,-0.0128,0.0312,0.008,,,,,,
1982,2,1,-0.0586,0.0045,0.0604,0.0092,,,,,,
1982,3,1,-0.0187,-0.0018,0.0382,0.0098,,,,,,
1982,4,1,0.0327,0.0151,-0.028,0.0113,,,,,,
1982,5,1,-0.0399,0.0046,0.0183,0.0106,,,,,,
1982,6,1,-0.0309,-0.0039,0.0154,0.0096,,,,,,
1982,7,1,-0.0319,0.0086,0.002,0.0105,,,,,,
1982,8,1,0.1114,-0.0411,0.0116,0.0076,,,,,,
1982,9,1,0.0129,0.0289,0.0034,0.0051,,,,,,
1982,10,1,0.113,0.0236,-0.0369,0.0059,,,,,,
1982,11,1,0.0467,0.0479,-0.0192,0.0063,,,,,,
1982,12,1,0.0055,-0.0018,0.0002,0.0067,,,,,,
1983,1,1,0.036,0.027,-0.0086,0.0069,,,,,,
1983,2,1,0.0259,0.0324,0.0068,0.0062,,,,,,
1983,3,1,0.0282,0.0177,0.0207,0.0063,,,,,,
1983,4,1,0.0667,0.0052,0.0058,0.0071,,,,,,
1983,5,1,0.0052,0.0615,-0.014,0.0069,,,,,,
1983,6,1,0.0307,0.0091,-0.0389,0.0067,,,,,,
1983,7,1,-0.0407,0.0148,0.0558,0.0074,,,,,,
1983,8,1,-0.005,-0.0429,0.0554,0.0076,,,,,,
1983,9,1,0.0092,0.0056,0.0106,0.0076,,,,,,
1983,10,1,-0.0344,-0.036,0.05,0.0076,,,,,,
1983,11,1,0.0216,0.0205,-0.0065,0.007,,,,,,
1983,12,1,-0.0178,-0.0028,0.0168,0.0073,,,,,,
1984,1,1,-0.0192,-0.0042,0.076,0.0076,,,,,,
1984,2,1,-0.0482,-0.0168,0.0331,0.0071,,,,,,
1984,3,1,0.0063,0.0008,0.0049,0.0073,,,,,,
1984,4,1,-0.0052,-0.0119,0.0124,0.0081,,,,,,
1984,5,1,-0.0597,0.0004,0.0023,0.0078,,,,,,
1984,6,1,0.0182,-0.0028,-0.0263,0.0075,,,,,,
1984,7,1,-0.0274,-0.0222,0.0039,0.0082,,,,,,
1984,8,1,0.1028,-0.0022,-0.0183,0.0083,,,,,,
1984,9,1,-0.008,0.0021,0.0531,0.0086,,,,,,
1984,10,1,-0.0084,-0.012,0.0048,0.01,,,,,,
1984,11,1,-0.0176,-0.0062,0.0404,0.0073,,,,,,
1984,12,1,0.0184,-0.0058,-0.0014,0.0064,,,,,,
1985,1,1,0.0799,0.0326,-0.0539,0.0065,,,,,,
1985,2,1,0.0122,0.0078,-0.0017,0.0058,,,,,,
1985,3,1,-0.0084,-0.0111,0.0403,0.0062,,,,,,
1985,4,1,-0.0096,0.0017,0.0371,0.0072,,,,,,
1985,5,1,0.0509,-0.0227,-0.0088,0.0066,,,,,,
1985,6,1,0.0127,0.0048,0.0043,0.0055,,,,,,
1985,7,1,-0.0074,0.0285,-0.0167,0.0062,,,,,,
1985,8,1,-0.0102,-0.0032,0.0229,0.0055,,,,,,
1985,9,1,-0.0454,-0.0159,0.0129,0.006,,,,,,
1985,10,1,0.0402,-0.0156,0.0077,0.0065,,,,,,
1985,11,1,0.0648,0.0021,-0.0293,0.0061,,,,,,
1985,12,1,0.0388,-0.0049,-0.0156,0.0065,,,,,,
1986,1,1,0.0065,0.012,0.0053,0.0056,,,,,,
1986,2,1,0.0713,-0.0064,-0.0088,0.0053,,,,,,
1986,3,1,0.0488,-0.0051,-0.0051,0.006,,,,,,
1986,4,1,-0.0131,0.0283,-0.029,0.0052,,,,,,
1986,5,1,0.0462,-0.0131,-0.0012,0.0049,,,,,,
1986,6,1,0.0103,-0.0093,0.0139,0.0052,,,,,,
1986,7,1,-0.0645,-0.0337,0.0476,0.0052,,,,,,
1986,8,1,0.0607,-0.0417,0.0352,0.0046,,,,,,
1986,9,1,-0.086,0.0228,0.032,0.0045,,,,,,
1986,10,1,0.0466,-0.0256,-0.0144,0.0046,,,,,,
1986,11,1,0.0117,-0.0198,-0.0009,0.0039,,,,,,
1986,12,1,-0.0327,0.0008,0.0031,0.0049,,,,,,
1987,1,1,0.1247,-0.0179,-0.0321,0.0042,,,,,,
1987,2,1,0.0439,0.0346,-0.0596,0.0043,,,,,,
1987,3,1,0.0164,0.004,0.0159,0.0047,,,,,,
1987,4,1,-0.0211,-0.017,-0.0032,0.0044,,,,,,
1987,5,1,0.0011,-0.0055,0.0016,0.0038,,,,,,
1987,6,1,0.0394,-0.0217,0.0106,0.0048,,,,,,
1987,7,1,0.0385,-0.0063,0.0071,0.0046,,,,,,
1987,8,1,0.0352,-0.0075,-0.0091,0.0047,,,,,,
1987,9,1,-0.0259,0.0054,0.0028,0.0045,,,,,,
1987,10,1,-0.2324,-0.084,0.042,0.006,,,,,,
1987,11,1,-0.0777,0.0264,0.0323,0.0035,,,,,,
1987,12,1,0.0681,0.0015,-0.0443,0.0039,,,,,,
1988,1,1,0.0421,-0.0069,0.0516,0.0029,,,,,,
1988,2,1,0.0475,0.0335,-0.0164,0.0046,,,,,,
1988,3,1,-0.0227,0.0615,0.0074,0.0044,,,,,,
1988,4,1,0.0056,0.0096,0.017,0.0046,,,,,,
1988,5,1,-0.0029,-0.0265,0.0228,0.0051,,,,,,
1988,6,1,0.0479,0.021,-0.0112,0.0049,,,,,,
1988,7,1,-0.0125,-0.0019,0.0226,0.0051,,,,,,
1988,8,1,-0.0331,0.0009,0.0208,0.0059,,,,,,
1988,9,1,0.033,-0.0127,-0.0067,0.0062,,,,,,
1988,10,1,0.0115,-0.029,0.0167,0.0061,,,,,,
1988,11,1,-0.0229,-0.0172,0.0127,0.0057,,,,,,
1988,12,1,0.0149,0.0194,-0.0154,0.0063,,,,,,
1989,1,1,0.061,-0.0213,0.0053,0.0055,,,,,,
1989,2,1,-0.0225,0.0277,0.0086,0.0061,,,,,,
1989,3,1,0.0157,0.0073,0.0048,0.0067,,,,,,
1989,4,1,0.0433,-0.006,-0.0145,0.0067,,,,,,
1989,5,1,0.0335,-0.0004,-0.0084,0.0079,,,,,,
1989,6,1,-0.0135,-0.0101,0.0217,0.0071,,,,,,
1989,7,1,0.072,-0.0402,-0.0281,0.007,,,,,,
1989,8,1,0.0144,0.0053,0.0065,0.0074,,,,,,
1989,9,1,-0.0076,0.003,-0.0134,0.0065,,,,,,
1989,10,1,-0.0367,-0.0326,-0.0109,0.0068,,,,,,
1989,11,1,0.0103,-0.0122,-0.0108,0.0069,,,,,,
1989,12,1,0.0116,-0.0238,0.0024,0.0061,,,,,,
1990,1,1,-0.0785,-0.013,0.0089,0.0057,,,,,,
1990,2,1,0.0111,0.0105,0.0063,0.0057,,,,,,
1990,3,1,0.0183,0.0148,-0.0286,0.0064,,,,,,
1990,4,1,-0.0336,-0.005,-0.0258,0.0069,,,,,,
1990,5,1,0.0842,-0.0256,-0.0374,0.0068,,,,,,
1990,6,1,-0.0109,0.0145,-0.0201,0.0063,,,,,,
1990,7,1,-0.019,-0.032,-0.0001,0.0068,,,,,,
1990,8,1,-0.1014,-0.0359,0.016,0.0066,,,,,,
1990,9,1,-0.0612,-0.0367,0.0074,0.006,,,,,,
1990,10,1,-0.0192,-0.0554,0.0025,0.0068,,,,,,
1990,11,1,0.0635,0.0033,-0.0307,0.0057,,,,,,
1990,12,1,0.0246,0.0082,-0.0155,0.006,,,,,,
1991,1,1,0.0469,0.038,-0.0184,0.0052,,,,,,
1991,2,1,0.0719,0.0391,-0.006,0.0048,,,,,,
1991,3,1,0.0265,0.039,-0.012,0.0044,,,,,,
1991,4,1,-0.0028,0.0051,0.014,0.0053,,,,,,
1991,5,1,0.0364,-0.0034,-0.0055,0.0047,,,,,,
1991,6,1,-0.0494,0.0006,0.0119,0.0042,,,,,,
1991,7,1,0.0424,-0.0094,-0.0129,0.0049,,,,,,
1991,8,1,0.0232,0.016,-0.008,0.0046,,,,,,
1991,9,1,-0.0159,0.0163,-0.01,0.0046,,,,,,
1991,10,1,0.0128,0.0089,-0.0048,0.0042,,,,,,
1991,11,1,-0.0419,-0.0048,-0.0192,0.0039,,,,,,
1991,12,1,0.1083,-0.0225,-0.0404,0.0038,,,,,,
1992,1,1,-0.0059,0.0846,0.0453,0.0034,,,,,,
1992,2,1,0.0109,0.0088,0.0638,0.0028,,,,,,
1992,3,1,-0.0265,-0.0102,0.0367,0.0034,,,,,,
1992,4,1,0.0108,-0.061,0.0432,0.0032,,,,,,
1992,5,1,0.003,0.0039,0.0125,0.0028,,,,,,
1992,6,1,-0.0234,-0.031,0.0339,0.0032,,,,,,
1992,7,1,0.0377,-0.0043,-0.0053,0.0031,,,,,,
1992,8,1,-0.0238,-0.0011,-0.0105,0.0026,,,,,,
1992,9,1,0.0119,0.0055,-0.0024,0.0026,,,,,,
1992,10,1,0.0102,0.0205,-0.0209,0.0023,,,,,,
1992,11,1,0.0413,0.037,-0.0147,0.0023,,,,,,
1992,12,1,0.0153,0.0165,0.0252,0.0028,,,,,,
1993,1,1,0.0093,0.0205,0.0589,0.0023,,,,,,
1993,2,1,0.0013,-0.0342,0.0646,0.0022,,,,,,
1993,3,1,0.023,0.0025,0.0126,0.0025,,,,,,
1993,4,1,-0.0305,-0.0068,0.0263,0.0024,,,,,,
1993,5,1,0.0288,0.0196,-0.0342,0.0022,,,,,,
1993,6,1,0.0031,-0.003,0.0262,0.0025,,,,,,
1993,7,1,-0.0034,0.0095,0.0326,0.0024,,,,,,
1993,8,1,0.0372,0.0031,-0.0045,0.0025,,,,,,
1993,9,1,-0.0012,0.0311,-0.0049,0.0026,,,,,,
1993,10,1,0.0141,0.0144,-0.0156,0.0022,,,,,,
1993,11,1,-0.0189,-0.0143,-0.0026,0.0025,,,,,,
1993,12,1,0.0165,0.0122,0.0057,0.0023,,,,,,
