date,EZU,EEM
2020-08-11,38.96,43.86
2020-08-12,39.91,44.45
2020-08-13,39.67,44.32
2020-08-14,39.30,44.24
2020-08-17,39.56,44.80
2020-08-18,39.52,44.75
2020-08-19,39.39,44.20
2020-08-20,39.16,44.06
2020-08-21,38.85,44.28
2020-08-24,39.56,44.77
2020-08-25,39.76,45.22
2020-08-26,40.08,45.34
2020-08-27,39.52,44.96
2020-08-28,39.88,45.55
2020-08-31,39.39,44.54
2020-09-01,39.42,45.30
2020-09-02,40.09,45.18
2020-09-03,39.20,44.32
2020-09-04,39.24,44.34
2020-09-08,38.60,43.57
2020-09-09,39.55,44.22
2020-09-10,39.16,43.51
2020-09-11,39.44,43.93
2020-09-14,39.57,44.64
2020-09-15,39.76,45.11
2020-09-16,39.59,45.05
2020-09-17,39.73,44.87
2020-09-18,39.33,44.52
2020-09-21,37.98,44.11
2020-09-22,37.82,43.78
2020-09-23,37.26,43.10
2020-09-24,37.42,42.90
2020-09-25,37.33,42.94
2020-09-28,38.11,43.42
2020-09-29,38.17,43.39
2020-09-30,37.92,44.09
2020-10-01,38.24,44.50
2020-10-02,38.15,43.99
2020-10-05,38.92,44.58
2020-10-06,38.48,44.66
2020-10-07,38.88,45.15
2020-10-08,39.23,45.52
