date,Mkt-RF,SMB,HML,RF,CAC40,Accor,AirLiquide,Airbus,ArcelorMittal,AXA,BNP-Paribas,Bouygues,Capgemini,Carrefour,CompagnieSaintGobain,Michelin,CreditAgricole,Danone,ENGIE,Essilor,Kering,Klepierre,LOreal,Lafarge,Legrand,LVMH,Nokia,Orange,PernodRicard,Peugeot,PublicisGroupe,Renault,Safran,Sanofi,SchneiderElectric,SocieteGenerale,Sodexo,Solvay,Technip,Total,UnibailRodamco,Valeo,Veolia,VINCI,Vivendi
2004-08,0.04000,0.00210,0.00750,0.00110,-0.01448,-0.01644,-0.04387,-0.06201,0.41216,-0.01640,0.02873,0.01289,-0.15902,-0.02650,0.01675,-0.05909,0.05612,-0.03942,,-0.01273,-0.07465,0.07414,-0.08228,,,-0.07231,0.01901,-0.05588,0.02111,0.02795,-0.01465,0.00686,-0.05405,0.05989,-0.02649,0.02933,-0.04471,-0.00504,0.06482,-0.00744,0.06774,-0.04120,-0.04332,0.03903,-0.02359
2004-09,0.04110,-0.00020,0.00690,0.00110,0.01289,-0.09568,-0.01788,-0.00698,0.09856,-0.02978,0.04481,0.06752,-0.18651,-0.01840,0.00121,-0.05866,0.06087,-0.03799,,0.02679,-0.01400,-0.02020,-0.03477,,,0.02186,0.14611,0.03242,0.05217,0.00629,0.03695,-0.00227,0.00065,0.00000,0.01166,0.01496,-0.01297,0.07737,0.05519,0.02436,0.04247,-0.08872,0.09292,0.05464,0.01726
2004-10,0.06850,0.02090,0.01730,0.00150,0.01819,0.03697,0.00238,0.04782,0.15244,0.03560,0.02596,0.02252,0.04226,-0.09348,0.04162,0.04228,0.04599,0.03633,,0.02802,-0.00135,0.02749,0.01327,,,-0.00093,0.00362,0.11864,0.01497,-0.02883,0.01608,-0.00380,-0.07398,-0.01884,-0.00288,0.02035,-0.06995,0.06040,-0.05462,-0.00610,0.06240,-0.01798,0.02503,0.00756,0.03781
2004-11,0.04270,0.00410,0.00630,0.00160,0.01266,-0.01475,0.02765,0.01790,0.18934,0.04446,-0.01968,0.04793,0.23163,0.04107,-0.00557,0.01946,-0.03004,0.02210,,-0.03383,0.05890,0.07609,0.01777,,,-0.00372,0.00000,0.05303,0.03502,-0.04526,0.06373,-0.06174,-0.03083,-0.01134,0.00674,-0.00069,0.15699,0.05063,0.02929,0.01043,0.03689,0.02798,-0.00084,-0.00214,0.03690
2004-12,-0.01240,0.03550,0.01590,0.00160,0.01796,0.00468,0.04535,-0.05978,-0.13537,0.03178,0.01912,0.05068,-0.03045,-0.01959,0.03527,0.08533,-0.00359,0.01342,,0.12160,-0.05818,0.01243,0.02665,,,0.05327,0.00000,0.03089,0.00356,0.01544,-0.04101,0.00000,0.13377,0.03795,-0.02010,0.02478,-0.02880,-0.02410,0.07510,-0.02429,0.08427,0.03495,0.12221,0.06065,0.05811
2005-01,0.04580,0.00770,0.01060,0.00160,0.02422,0.04191,-0.03015,0.09631,0.01433,0.02420,0.03846,0.02996,0.05475,0.12871,0.06882,0.05171,0.02928,0.05224,,-0.05464,0.09776,0.02379,0.02865,,,-0.05413,0.00000,-0.01190,-0.03638,0.02206,0.01258,0.01868,-0.01467,-0.02636,0.14453,0.02619,0.02965,0.01543,-0.05515,0.02365,-0.03261,0.01494,0.02967,0.11336,0.03321
2005-02,-0.02570,-0.00210,0.00260,0.00210,0.02899,0.05453,0.02881,0.01237,0.15399,0.09076,-0.00994,0.08952,0.13763,0.00000,-0.01372,0.08604,-0.01926,0.05245,,-0.02752,0.04205,0.06072,0.02959,,,0.04972,0.00000,-0.05276,-0.00552,0.03666,-0.04389,0.09091,0.15210,0.05502,0.02901,0.04450,0.05628,0.06809,0.04358,0.08997,0.02410,0.15835,-0.04194,0.00909,-0.01772
2005-03,-0.02580,0.00530,-0.00090,0.00210,0.01009,0.06697,0.04569,-0.02864,-0.22951,0.01182,-0.00274,-0.06597,-0.04846,0.03515,0.00599,-0.05937,-0.06426,0.01993,,0.05189,-0.02077,-0.01979,0.04396,,,0.03128,0.00000,0.01316,-0.00278,-0.00930,0.02555,0.00731,-0.02528,0.07699,0.00249,0.00439,0.06196,0.04667,-0.03803,0.00669,-0.02193,-0.05164,0.04149,0.00180,-0.00881
2005-04,-0.00060,-0.01620,0.01150,0.00240,-0.03837,-0.06329,-0.02748,-0.04770,-0.26447,-0.07591,-0.06862,0.00850,-0.10595,-0.08403,-0.07234,-0.07594,-0.04578,-0.05668,,-0.00897,-0.07818,0.07210,-0.09960,,,-0.05546,0.00000,-0.01602,0.09099,-0.06732,-0.06588,-0.06096,-0.08357,0.05150,-0.07858,-0.04055,0.00583,-0.04187,0.01938,-0.04432,0.04538,-0.01427,0.06579,0.04676,-0.01058
2005-05,0.01540,0.00890,0.01740,0.00230,0.05343,0.05994,0.02391,0.09426,0.11524,0.04318,0.07367,0.01394,0.07734,0.07467,0.07271,0.09605,0.05297,0.03246,,0.00905,0.05851,0.02892,0.06025,,,0.06422,0.00000,0.02376,0.06809,0.06474,0.07731,0.07496,-0.03082,0.07164,0.07361,0.03836,0.00851,0.00000,0.09110,0.04058,0.08264,0.00502,0.05110,0.04553,0.05902
2005-06,0.03810,0.00270,0.01570,0.00240,0.02636,0.03414,-0.00283,0.09655,-0.01838,0.04341,0.03751,0.09562,0.01428,-0.00496,-0.01882,-0.01947,-0.00522,-0.02742,,0.01345,0.05963,0.03072,0.00679,,,0.10172,0.00000,0.03825,0.05179,0.00616,0.02518,0.04817,0.11162,-0.07367,0.04264,0.05385,-0.01802,-0.03575,0.06942,0.08245,0.02512,0.09053,0.01370,0.13065,0.05250
2005-07,0.02030,0.02260,-0.00120,0.00300,0.05258,0.08331,0.03974,0.05237,0.21711,0.09047,0.05203,0.05400,0.05327,-0.02893,0.07976,0.00993,0.07872,0.12242,,0.06106,-0.02403,0.00571,0.09688,,,0.07277,0.00000,0.05422,0.04621,0.08412,0.14818,0.03704,0.06947,0.05081,0.04010,0.07249,0.15072,0.04768,0.15016,0.06536,0.07446,-0.05795,0.03025,-0.02907,0.00729
2005-08,0.01470,-0.00360,0.00430,0.00290,-0.01177,0.01786,-0.03823,-0.01334,-0.05613,-0.04437,-0.01174,0.00111,-0.03649,-0.03261,-0.00585,-0.03088,-0.04467,0.04289,0.00074,0.05505,0.04384,0.01324,-0.00077,,,-0.04449,0.00000,-0.04162,0.01883,-0.05273,-0.04100,-0.05093,-0.08352,-0.03013,-0.01696,-0.02992,-0.04377,-0.00955,0.05281,0.02947,0.01842,-0.04778,0.03249,0.07784,-0.02971
2005-09,-0.03410,-0.01120,0.00390,0.00270,0.04561,-0.01708,0.08588,0.07822,0.05683,0.06035,0.07294,0.06971,0.21410,0.01619,-0.02842,-0.00812,0.12963,0.05347,0.02657,0.08933,0.00460,0.03920,-0.00922,,,0.04733,0.00000,-0.01804,0.04407,0.12326,-0.01561,0.09826,0.06968,-0.00650,0.03059,0.08452,0.11462,0.09756,0.06006,0.06570,0.04048,0.03906,0.06233,-0.00486,0.06635
2005-10,0.01280,-0.00350,0.00610,0.00310,-0.03556,-0.00857,-0.00850,-0.02034,-0.11838,0.05779,0.00000,0.06465,-0.05343,-0.03083,-0.04513,-0.07856,0.00205,-0.05075,-0.07800,-0.00290,0.00401,-0.06347,-0.04810,,,-0.01531,0.00000,-0.09213,-0.00681,-0.10265,0.04230,-0.08312,-0.07572,-0.02836,0.04338,0.00316,0.03343,0.00362,-0.08672,-0.07794,-0.08775,-0.09630,-0.01082,-0.09002,-0.03240
2005-11,0.03800,0.00560,0.00440,0.00320,0.02952,0.08377,0.01121,0.08754,0.10780,0.05919,0.06245,-0.01409,0.09723,-0.00539,0.07549,0.02687,0.05072,0.02585,0.00195,0.02693,0.04335,0.00256,-0.00081,,,0.07772,0.00000,-0.01937,-0.04798,0.00986,0.04130,-0.08097,0.09157,0.02695,0.06856,0.06142,0.04313,-0.03502,0.06960,0.01433,-0.03993,0.00448,0.04665,0.03681,-0.06202
2005-12,0.06380,0.02240,0.01680,0.00350,0.03236,0.02901,0.05932,0.01495,-0.04481,0.06526,0.01711,0.01749,0.00833,0.07263,0.02238,0.02659,0.03581,0.01088,-0.03658,-0.03331,0.04046,0.01148,0.02447,,,0.03091,0.00000,-0.01270,0.06120,-0.04883,0.02296,0.03765,0.11479,0.07872,0.02867,0.02770,0.02776,-0.00640,0.05613,-0.00094,0.06238,0.00064,0.05199,0.07470,0.07343
2006-01,0.00540,0.02170,0.01460,0.00340,0.04936,0.06177,0.04123,0.01097,0.30474,0.02348,0.07388,0.09249,0.10882,-0.01819,0.07363,0.03517,0.09169,0.01643,0.05048,0.05352,0.00893,0.02648,0.06369,,,-0.01066,0.00000,-0.10815,0.03799,0.00349,0.05544,0.12772,0.07624,0.01959,0.14134,0.04620,0.07184,-0.00161,0.10039,0.07069,0.08007,0.05476,0.08944,0.05368,-0.02570
2006-02,0.03980,0.00770,0.01570,0.00370,0.01060,0.02270,-0.02128,-0.04620,-0.04452,0.06237,0.05790,-0.02349,0.10239,0.07205,0.03800,0.04171,0.05542,0.08138,0.11611,0.00626,0.00729,0.18919,0.11153,,,0.02694,0.00000,-0.02511,-0.06144,0.00123,0.03223,0.03797,-0.01748,-0.05368,-0.00291,0.09384,-0.04209,-0.00108,-0.09750,-0.07130,0.13262,0.01388,0.05161,0.01241,-0.01280
2006-03,0.05250,0.01830,-0.00190,0.00360,0.04408,-0.05709,0.03744,0.13036,0.13226,-0.02294,-0.00196,-0.00477,0.08468,0.05377,0.02946,0.01270,0.04729,0.04227,0.02790,0.01798,0.03051,0.06302,-0.02088,,,0.06098,0.00000,0.01699,0.10097,0.06274,0.00531,0.08803,-0.02060,0.09944,0.03907,0.04373,0.09712,0.02639,0.10704,0.03175,0.08364,0.02739,0.04611,0.07183,0.11356
2006-04,-0.03640,-0.00880,-0.00810,0.00430,-0.00622,0.04877,-0.00175,-0.10037,-0.07471,0.00449,-0.02283,-0.01368,-0.05649,0.04738,0.03122,0.10318,-0.00529,-0.02176,-0.04558,0.08016,0.03161,-0.09670,0.01100,,,0.03152,0.00000,-0.00269,-0.02783,0.00192,0.02329,0.04843,-0.02725,-0.04777,0.00730,-0.02417,-0.02679,-0.02728,-0.10385,0.00689,-0.07315,-0.01594,0.03338,-0.03196,0.02117
2006-05,-0.00210,-0.01670,-0.00300,0.00400,-0.04977,-0.08278,-0.05423,-0.11125,-0.12042,-0.06841,-0.02804,-0.01965,0.00943,-0.01588,-0.08074,-0.10664,-0.08923,-0.04803,-0.04073,-0.01195,-0.05837,-0.08392,-0.04966,,-0.01595,-0.08089,0.00000,-0.05673,-0.00911,-0.04798,-0.04340,-0.02500,-0.15627,-0.01605,-0.09805,-0.00743,-0.08598,-0.04800,-0.07093,-0.06224,-0.07096,-0.11955,-0.08678,-0.08952,-0.03283
2006-06,0.01000,-0.01860,0.01560,0.00400,0.00726,0.03999,0.03286,-0.19209,-0.05912,-0.03471,0.02816,-0.05189,0.04227,0.01304,0.02287,-0.08023,0.02269,0.05523,-0.03917,0.00191,0.02996,0.06342,0.05727,,-0.03636,0.01173,0.00000,-0.03723,0.01773,-0.01915,-0.04188,-0.06355,-0.00874,0.03739,0.00679,-0.04326,0.07743,0.01926,-0.06882,0.01680,0.06235,-0.06890,-0.06566,0.12343,-0.02108
2006-07,0.02670,-0.00270,0.00300,0.00420,0.00875,-0.02963,0.03743,0.00401,0.09963,0.05222,0.01804,-0.02761,-0.05758,0.06479,0.00000,0.01191,0.05782,0.04177,0.06095,-0.00508,0.04915,0.09608,0.06229,,-0.05000,0.01353,0.00000,-0.02439,0.05161,-0.15540,-0.02848,0.01845,-0.10517,-0.02425,-0.01227,0.01565,0.05749,0.03280,-0.02910,0.03499,0.06603,0.02766,0.05221,-0.01241,-0.03248
2006-08,0.00670,0.00040,0.00250,0.00410,0.03107,0.08164,0.04240,0.04390,-0.02105,0.07407,0.08858,0.05142,0.01664,-0.01332,0.03667,0.11438,0.00763,0.03768,0.04273,0.03193,0.03059,0.10529,0.04143,,0.09043,0.02161,0.00000,0.01037,0.04479,0.07252,0.05044,0.06254,0.11819,-0.05910,0.03416,0.07877,0.04732,0.01776,0.07136,-0.01033,0.04886,-0.00175,0.02893,0.06223,0.01283
2006-09,0.03800,0.00110,0.01410,0.00410,0.01645,0.07608,-0.02307,-0.03653,0.05684,0.00276,0.02291,0.02628,-0.02175,0.03468,-0.01294,0.09057,0.09240,0.03073,0.08127,-0.00062,0.08442,0.07657,-0.01958,,-0.03905,0.01120,0.00000,0.09234,-0.03641,0.00908,0.00779,-0.00495,-0.06400,0.00214,0.05646,-0.00397,0.05023,0.07879,-0.00488,-0.01803,0.08727,-0.01506,0.08823,0.03905,0.05885
2006-10,0.03750,0.02540,0.00230,0.00420,0.01880,0.01209,0.03667,-0.06305,0.22202,0.02648,0.01532,0.08298,0.06383,-0.04194,0.00962,0.10554,-0.03839,0.03704,0.00318,0.01796,0.00000,0.00085,-0.04869,,0.01370,0.00492,0.00000,0.12431,-0.04388,0.01214,-0.02382,0.01327,0.11230,-0.05128,-0.07447,0.04438,-0.03707,-0.00588,0.05288,0.02512,0.02957,0.04835,0.00756,0.00513,0.04362
2006-11,0.03310,0.00940,0.00460,0.00400,-0.00394,0.00919,0.02458,0.04518,-0.07583,-0.04188,-0.05572,-0.01861,0.03416,-0.01110,0.04329,0.02660,-0.04023,0.01220,0.03492,-0.01338,-0.01454,0.03638,-0.00131,,-0.05811,-0.04103,0.00000,-0.03686,0.06565,0.04599,-0.03628,-0.01255,-0.08460,-0.00450,0.00430,-0.02842,0.05062,0.06016,0.12100,0.00943,0.04338,0.02272,0.04211,0.07479,-0.02090
2006-12,0.00610,0.01950,0.00710,0.00440,0.04019,0.06922,0.05266,0.17515,0.02864,0.07238,0.01598,0.08476,0.03325,-0.02690,0.05643,0.10518,-0.00344,-0.01205,0.06902,0.00432,-0.01736,0.16735,-0.00263,,0.06169,0.02107,0.00000,0.06888,0.04067,0.06627,0.09343,0.00552,0.08318,0.05505,0.02875,0.01660,0.07510,0.08093,-0.01701,0.02054,0.03989,0.04542,0.16823,0.02056,0.01928
2007-01,-0.00490,0.01180,0.00180,0.00380,0.01201,0.08348,-0.00667,-0.02452,0.11605,0.05445,0.03509,0.06621,0.02419,-0.03788,0.13747,-0.03172,0.04830,0.02962,-0.05337,0.05648,0.00000,-0.04895,0.06851,,0.02748,0.01188,0.00000,0.01193,0.08345,0.00498,0.03130,0.04341,0.03527,-0.03574,0.10166,0.05365,0.12666,0.00516,-0.05538,-0.05215,0.04538,0.11037,-0.07962,0.08884,0.06653
2007-02,0.03700,0.00630,-0.00150,0.00430,-0.01640,0.04921,-0.03039,0.01767,0.07371,-0.00557,-0.07726,0.01639,0.08522,0.14208,-0.02762,0.11994,-0.08217,0.01294,0.00970,0.00221,0.00442,0.09559,-0.02429,,0.05831,0.03498,0.00000,-0.03160,-0.00707,0.01070,0.02822,-0.05329,-0.04725,-0.04729,-0.00917,-0.06022,-0.02614,-0.07937,0.03441,-0.01506,0.12941,0.06284,-0.00800,-0.00693,-0.05478
2007-03,0.05540,-0.00160,0.01150,0.00440,0.02136,0.07208,0.05327,-0.10382,0.03759,-0.01306,-0.00950,0.09772,0.07833,0.08459,0.03935,0.05151,-0.03216,0.02146,0.04293,-0.00278,0.05286,-0.02792,0.03286,,0.02527,-0.00812,0.00000,-0.03702,-0.02673,0.03471,0.06730,-0.02603,0.05363,0.01307,0.04765,0.01594,0.05101,0.06984,0.08089,0.02803,0.03816,0.18006,0.04389,0.10844,0.01910
2007-04,0.01560,-0.00760,0.00550,0.00410,0.05784,-0.02879,0.00132,0.02153,-0.00151,0.06900,0.09541,0.01435,-0.02018,0.03434,0.07763,0.13487,0.06475,-0.00940,-0.00403,0.03023,0.06875,-0.01761,0.07818,,0.01414,0.03516,0.00000,0.09206,0.03247,0.13324,-0.03070,0.09332,-0.02573,0.03656,0.09513,0.20971,0.06751,0.01260,0.05226,0.03832,-0.09891,-0.03598,0.09414,0.02181,-0.00131
2007-05,-0.00160,-0.00680,0.00580,0.00400,0.02415,-0.00533,-0.03442,-0.01476,0.12421,-0.04244,0.05289,0.11793,0.01433,-0.04362,0.03348,0.03773,-0.01287,-0.03896,0.07861,0.00801,0.06034,0.01202,0.00204,,0.05100,0.02036,0.00000,0.05743,0.04172,-0.01505,-0.03852,0.11001,0.07472,0.06194,0.03094,-0.07482,-0.04051,0.01854,-0.00242,0.02828,0.04314,0.00000,0.02135,-0.00801,0.06583
2007-06,-0.02220,0.01820,-0.00350,0.00400,-0.00804,-0.04905,0.10445,0.03209,0.04325,-0.01477,-0.02018,-0.05198,-0.04008,-0.03730,0.02307,0.06666,-0.01597,0.03101,0.00456,-0.01053,-0.04497,-0.12549,-0.00566,,0.01478,-0.02485,0.00000,-0.10644,0.00404,0.01511,-0.03116,0.12198,-0.00732,-0.16132,-0.02945,-0.05014,-0.05326,-0.01542,0.06331,0.07607,-0.10837,-0.05953,-0.05118,-0.05646,-0.01452
2007-07,-0.02090,-0.03120,-0.00110,0.00420,-0.05018,-0.03682,-0.01775,-0.07670,-0.01740,-0.09310,-0.07503,-0.04904,-0.10429,0.00403,-0.01643,-0.05797,-0.06095,-0.10513,-0.08376,0.01731,-0.00795,-0.09426,-0.03861,,-0.05267,-0.03250,0.00000,-0.02647,-0.05544,0.04282,-0.02757,-0.10192,-0.02896,0.02329,-0.04792,-0.07337,-0.08260,-0.04297,-0.01631,-0.03286,-0.07810,-0.04597,-0.06100,-0.04326,-0.01849
2007-08,0.04820,-0.03660,-0.00650,0.00320,-0.01537,-0.00458,-0.02257,-0.02200,0.05553,0.01309,-0.05273,-0.02249,-0.02464,-0.01872,-0.02610,-0.05479,-0.02293,0.04096,0.07132,-0.00890,-0.01268,0.01517,0.01860,,0.02760,-0.00930,0.00000,0.11480,-0.00213,0.00257,-0.00094,-0.07510,-0.06020,-0.02569,-0.01654,-0.07117,-0.00779,-0.02603,-0.02836,-0.05199,0.00827,-0.06345,0.03285,-0.01583,-0.04183
2007-09,0.04340,0.00410,-0.00910,0.00320,0.00936,-0.01190,0.00331,-0.01010,0.14727,0.06698,-0.00878,0.04636,-0.09011,-0.04361,-0.08352,0.01957,-0.02347,-0.01270,-0.00978,-0.01235,0.03972,0.04232,0.07002,,-0.09555,0.02537,0.00000,0.06098,-0.00971,-0.07392,-0.09079,0.02626,-0.02308,-0.00901,-0.09128,-0.00583,0.00248,-0.06539,0.07015,0.03204,0.02116,0.09699,0.07303,0.04881,-0.01366
2007-10,-0.04040,-0.04760,-0.01790,0.00340,0.02314,0.05798,0.01204,0.08720,-0.00018,-0.01657,-0.00847,0.09539,0.01805,0.01140,0.01093,-0.01962,0.00887,0.07192,0.07574,-0.00023,0.03699,-0.06985,-0.01478,,0.08146,0.05721,0.00000,0.08387,0.04228,0.10539,-0.02809,0.14052,0.03426,0.01954,0.07280,-0.01547,0.02619,0.03085,-0.01324,-0.02403,-0.04914,-0.03101,0.02086,0.03340,0.05000
2007-11,-0.02120,-0.00800,0.01090,0.00270,-0.03033,-0.12175,0.04432,-0.06399,-0.08974,-0.09494,0.01393,-0.07606,-0.09591,0.06480,-0.09109,-0.12334,-0.11982,0.01842,-0.02398,-0.02637,-0.15926,-0.05532,0.04733,,-0.06081,-0.06683,0.00000,0.01925,-0.05110,-0.17005,-0.11345,-0.14193,-0.24101,0.07384,0.00347,-0.08873,-0.13181,-0.03451,-0.09924,-0.00755,-0.09731,-0.08754,0.02466,-0.03797,0.00997
2007-12,-0.10000,0.00400,0.00030,0.00210,-0.00996,-0.05445,0.02611,-0.00501,0.05178,-0.01933,-0.03798,-0.06893,0.08095,0.00718,-0.04104,-0.03122,-0.03955,0.01892,0.04548,0.01915,-0.04373,-0.01075,0.03213,,-0.02464,-0.00313,0.00000,-0.05125,0.04460,-0.02354,0.07767,-0.02453,0.05568,-0.03123,-0.02831,-0.06299,-0.02800,-0.05519,-0.02207,0.02897,-0.03227,-0.18261,-0.01140,-0.07013,-0.00032
2008-01,0.01950,0.02700,-0.00520,0.00130,-0.13258,-0.06764,-0.08694,-0.21942,-0.16899,-0.16466,-0.11304,-0.09947,-0.15814,-0.11785,-0.19259,-0.18369,-0.11183,-0.12003,-0.09575,-0.11317,-0.14655,0.01887,-0.15840,,-0.12463,-0.17114,0.00000,-0.04062,-0.09867,-0.05092,-0.10007,-0.21874,-0.21882,-0.13703,-0.16789,-0.15900,-0.13810,-0.12236,-0.21028,-0.14288,0.05556,-0.12731,-0.12250,-0.10326,-0.14436
2008-02,0.00270,-0.00600,0.02180,0.00170,-0.01625,-0.07373,0.01087,0.02289,0.14843,-0.01748,-0.09509,-0.11475,0.00663,-0.00702,0.00288,0.02388,-0.11957,-0.03794,0.05004,0.01524,-0.03291,0.08897,-0.04536,,0.02495,-0.00438,0.00000,-0.05673,-0.01193,0.02743,-0.00456,-0.06056,0.21442,-0.10230,-0.01815,-0.08458,0.03066,-0.00881,0.25790,0.02628,0.02243,0.02113,0.07427,0.01189,-0.02346
2008-03,0.04420,-0.02490,0.00060,0.00180,-0.01745,-0.02075,0.02789,-0.13884,0.02530,0.02269,0.07252,-0.11444,-0.01015,0.04692,-0.01092,0.00777,0.08647,0.08965,0.00685,0.05318,0.03370,0.00180,0.02185,,-0.05155,0.03327,0.00000,-0.04399,-0.07443,-0.02868,0.00875,-0.01545,-0.02554,-0.02603,0.08241,-0.12771,0.04369,-0.02919,-0.08884,-0.05901,0.00748,-0.00040,-0.24987,-0.00370,-0.05606
2008-04,0.00850,0.00470,-0.01150,0.00180,0.06150,0.15218,0.00155,0.07595,0.09483,0.03980,0.08389,0.19334,0.08095,-0.07448,0.00194,-0.11116,0.10459,0.00353,0.10722,-0.03479,-0.10432,0.00617,-0.05259,,-0.03070,0.04142,0.00000,-0.05352,0.13567,-0.08410,0.07231,-0.05777,0.04241,0.05535,-0.04087,0.21187,0.10426,0.16828,0.20332,0.14668,0.01687,0.03623,0.05389,0.03582,0.05333
2008-05,-0.08690,0.01810,-0.00690,0.00170,0.00355,-0.07974,-0.02316,-0.06997,0.12359,-0.04999,-0.04202,0.09309,0.11824,-0.00354,0.00174,-0.02161,-0.21432,-0.01003,0.03425,0.01202,-0.00071,-0.02736,0.02637,,-0.02752,0.02438,0.00000,-0.03249,-0.01351,-0.11072,-0.01541,-0.00076,0.03772,-0.04467,0.02710,-0.11123,0.03698,-0.02404,0.01533,0.03986,0.00923,-0.01537,-0.01569,0.02108,0.03625
2008-06,-0.03820,-0.02140,0.00660,0.00150,-0.11556,-0.13496,-0.02353,-0.19840,-0.01598,-0.16953,-0.13265,-0.19680,-0.14128,-0.20213,-0.23341,-0.20626,-0.17304,-0.20739,-0.06782,-0.03933,-0.15833,-0.15878,-0.11659,,-0.14522,-0.11475,0.00000,-0.04076,-0.10616,-0.13775,-0.19452,-0.21061,-0.12188,-0.11438,-0.15024,-0.17231,-0.06436,-0.09832,-0.02456,-0.03370,-0.12176,-0.20406,-0.22222,-0.19471,-0.10790
2008-07,-0.04570,0.00140,-0.00070,0.00130,-0.00958,0.01485,0.00477,0.01246,-0.08854,0.00663,0.10879,-0.00996,0.10176,-0.08426,0.01183,-0.06748,0.06086,0.07063,-0.01176,-0.18229,-0.00750,-0.18281,-0.02460,,0.02811,0.06564,0.00000,0.08872,-0.13977,-0.08553,0.02332,0.03090,-0.11607,0.06222,0.04096,0.08229,0.00815,-0.07281,-0.06991,-0.08856,-0.01804,0.02206,-0.04294,-0.06410,0.11909
2008-08,-0.15070,-0.03230,0.00520,0.00150,0.02054,0.05086,-0.01495,0.25759,-0.06150,0.15144,-0.03636,-0.01198,-0.01939,0.09718,0.04203,0.04229,0.05447,-0.00335,-0.02330,0.14641,0.13610,0.04359,0.00757,,0.06318,0.02495,0.00000,-0.01154,0.14021,0.03107,0.08879,0.06628,0.11478,0.07854,-0.03528,0.10461,0.09986,0.08645,0.02688,-0.00719,-0.01497,0.17026,0.07478,0.06438,-0.01965
2008-09,-0.22020,-0.04980,-0.03380,0.00080,-0.10050,-0.17403,-0.06740,-0.21722,-0.34615,0.04735,0.07482,-0.23012,-0.17923,-0.08386,-0.13735,0.02457,-0.07679,0.05064,-0.07360,-0.03570,-0.21369,0.00330,0.01973,,-0.09600,-0.15085,0.00000,-0.01664,-0.03469,-0.18911,-0.03663,-0.22202,0.01318,-0.04238,-0.12562,-0.06203,-0.10073,0.03106,-0.29884,-0.13182,0.00007,-0.12910,-0.21241,-0.15109,-0.16717
2008-10,-0.07170,-0.01190,-0.03320,0.00030,-0.13517,-0.18809,-0.13059,0.07833,-0.43004,-0.35139,-0.15254,0.04504,-0.24488,-0.00544,-0.16932,-0.11738,-0.16188,-0.13120,-0.05055,-0.00142,-0.20874,-0.34551,-0.14780,,-0.17826,-0.16008,0.00000,-0.00505,-0.17805,-0.21141,-0.20100,-0.46448,-0.19512,0.06187,-0.22483,-0.31976,-0.09832,-0.15747,-0.40945,0.00552,-0.17675,-0.36047,-0.33449,-0.15130,-0.07334
2008-11,0.06690,-0.01420,0.01440,0.00000,-0.06435,-0.00412,-0.00676,-0.03709,-0.06568,0.00673,-0.22634,-0.02893,0.00818,-0.09751,0.04679,-0.06170,-0.22430,0.04224,-0.09234,-0.10311,-0.24698,-0.08492,0.07871,,-0.04538,-0.14046,0.00000,0.02640,-0.09000,-0.31618,0.03456,-0.27829,0.02929,-0.12098,0.05846,-0.20854,0.05412,-0.22755,0.02624,-0.04122,-0.09932,-0.27520,0.01874,0.12826,0.09042
2008-12,-0.10970,0.04880,-0.03950,0.00000,-0.01370,0.16181,-0.02094,-0.03451,-0.09115,0.05987,-0.30179,-0.06269,0.08803,-0.07371,0.06888,-0.00186,-0.08204,-0.04627,0.12303,0.06758,0.24766,0.09718,-0.02136,,0.10073,0.07156,0.00000,-0.01286,0.14629,-0.14557,0.00739,0.07724,-0.05456,0.04488,0.07222,0.07849,0.00089,-0.05546,-0.08592,-0.05213,0.01063,0.07766,0.13439,-0.05003,0.04562
2009-01,-0.09960,0.04570,-0.04130,0.00010,-0.07584,-0.11720,-0.12857,0.13924,0.04147,-0.22909,-0.00793,-0.11391,-0.01636,-0.02653,-0.20896,-0.18233,0.19250,-0.06786,-0.14876,-0.10992,-0.14957,0.06800,-0.16372,,-0.03404,-0.10394,0.00000,-0.12024,-0.07042,0.09506,-0.00082,-0.18275,0.01619,-0.02896,-0.06113,-0.08472,0.00354,0.04430,0.11554,0.00681,-0.01216,-0.17664,-0.20473,-0.10533,-0.13131
2009-02,0.06940,-0.02420,0.01240,0.00020,-0.09127,-0.08276,0.01972,-0.14922,-0.12737,-0.39935,-0.13396,-0.14798,-0.15083,-0.00056,-0.24120,-0.15869,-0.18344,-0.05963,-0.15896,-0.08300,0.19859,-0.13323,-0.01497,,-0.09625,0.06016,0.00000,0.01424,-0.11617,0.02631,0.00571,-0.23978,-0.17365,-0.07191,-0.03939,-0.24264,-0.08020,-0.18538,0.06535,-0.04327,-0.04724,0.13272,-0.02832,-0.04080,-0.06160
2009-03,0.13670,0.02040,0.06340,0.00010,0.03880,-0.07791,0.05304,-0.24871,-0.01133,0.23347,0.19738,0.18070,0.05442,0.09804,0.15284,0.08067,0.06701,-0.03144,0.02214,0.06204,0.01642,-0.18241,0.00935,,0.09727,0.04209,0.00000,-0.03706,-0.03550,0.04284,0.04517,0.34360,-0.13350,0.03581,0.04833,0.18213,-0.06036,0.16885,0.02662,-0.00147,0.06380,0.11162,-0.08365,0.08584,0.05062
