"Index","N100.Open","N100.High","N100.Low","N100.Close","N100.Volume","N100.Adjusted"
"2015-04-02",989.760009765625,993.570007324219,988.830017089844,992.840026855469,260922300,992.840026855469
"2015-04-07",999.109985351562,1010.59002685547,997.239990234375,1008.21002197266,602602000,1008.21002197266
"2015-04-08",1006.48999023438,1008.78002929688,1001.90997314453,1003.28002929688,439278000,1003.28002929688
"2015-04-09",1007.05999755859,1016.98999023438,1006.79998779297,1016.98999023438,378704100,1016.98999023438
"2015-04-10",1020.48999023438,1023.98999023438,1018.21997070312,1023.98999023438,365709700,1023.98999023438
"2015-04-13",1023.20001220703,1028.64001464844,1020.38000488281,1027.06994628906,326057100,1027.06994628906
"2015-04-14",1026.5,1028.44995117188,1015.63000488281,1020.33001708984,664052800,1020.33001708984
"2015-04-15",1022.45001220703,1028.15002441406,1019.79998779297,1025.17004394531,587791200,1025.17004394531
"2015-04-16",1024.41003417969,1025.34997558594,1017.07000732422,1018.19000244141,495460100,1018.19000244141
"2015-04-17",1016.04998779297,1019.86999511719,999.77001953125,1001.58001708984,732890300,1001.58001708984
"2015-04-20",1004.03997802734,1010.30999755859,1004.03997802734,1010.16998291016,549401300,1010.16998291016
"2015-04-21",1013.90997314453,1022.11999511719,1008.83001708984,1013.58001708984,624958200,1013.58001708984
"2015-04-22",1017.39001464844,1020,1005.71002197266,1014.52001953125,429471000,1014.52001953125
"2015-04-23",1015.19000244141,1017.71002197266,1002.5,1009.57000732422,393464400,1009.57000732422
"2015-04-24",1013.48999023438,1017.57000732422,1008.36999511719,1013.61999511719,431666300,1013.61999511719
"2015-04-27",1013.53997802734,1028.55004882812,1002.39001464844,1026.19995117188,421580400,1026.19995117188
"2015-04-28",1023.69000244141,1023.69000244141,1001.97998046875,1008.40997314453,483921600,1008.40997314453
"2015-04-29",1008.96997070312,1013.46997070312,982.440002441406,982.440002441406,464306700,982.440002441406
"2015-04-30",980.919982910156,989.570007324219,973.409973144531,983.710021972656,538445700,983.710021972656
"2015-05-04",985.650024414062,994.150024414062,977.52001953125,988.599975585938,544037000,988.599975585938
"2015-05-05",986.97998046875,997.619995117188,967.710021972656,968.27001953125,681155900,968.27001953125
"2015-05-06",969.260009765625,975.219970703125,961.679992675781,967.219970703125,512650800,967.219970703125
"2015-05-07",961.650024414062,968.650024414062,948.650024414062,966.179992675781,564517100,966.179992675781
"2015-05-08",973.690002441406,989.760009765625,970.049987792969,989.409973144531,411582400,989.409973144531
"2015-05-11",984.960021972656,986.130004882812,979.419982910156,984.539978027344,339342000,984.539978027344
"2015-05-12",979.330017089844,979.330017089844,967.099975585938,974.739990234375,460412600,974.739990234375
"2015-05-13",978.469970703125,987.090026855469,970.409973144531,973.530029296875,515257600,973.530029296875
"2015-05-14",969.989990234375,986.260009765625,963.02001953125,984.02001953125,290436600,984.02001953125
"2015-05-15",987.710021972656,991.789978027344,975.169982910156,979.849975585938,333386700,979.849975585938
"2015-05-18",980.429992675781,985.320007324219,967.820007324219,982.010009765625,315946900,982.010009765625
"2015-05-19",986.530029296875,1002.05999755859,986.530029296875,1001.04998779297,368715900,1001.04998779297
"2015-05-20",1000.53002929688,1006.65002441406,997.669982910156,1005.30999755859,344582100,1005.30999755859
"2015-05-21",1003.07000732422,1007.53002929688,1000.39001464844,1007.28002929688,277443100,1007.28002929688
"2015-05-22",1007.46002197266,1008.90002441406,1002.84997558594,1006.22998046875,251918300,1006.22998046875
"2015-05-25",1006.42999267578,1006.42999267578,999.440002441406,1002.23999023438,146238700,1002.23999023438
"2015-05-26",1002.16998291016,1006.64001464844,991.409973144531,994.590026855469,332839400,994.590026855469
"2015-05-27",997.700012207031,1012.63000488281,994.830017089844,1010.53997802734,432766100,1010.53997802734
"2015-05-28",1006.66998291016,1009.53002929688,998.260009765625,1004.84997558594,343166000,1004.84997558594
"2015-05-29",1005.05999755859,1006.25,983.210021972656,983.52001953125,596367400,983.52001953125
"2015-06-01",987.799987792969,992.489990234375,979.799987792969,984.940002441406,368076700,984.940002441406
"2015-06-02",989.539978027344,989.539978027344,972.840026855469,979.119995117188,453802800,979.119995117188
"2015-06-03",981.429992675781,992.669982910156,976.640014648438,982.260009765625,501737800,982.260009765625
"2015-06-04",977.450012207031,982.840026855469,961.090026855469,973.510009765625,423686900,973.510009765625
"2015-06-05",967.549987792969,969.820007324219,956.400024414062,961.289978027344,424837300,961.289978027344
"2015-06-08",961.239990234375,962.72998046875,951.200012207031,951.200012207031,359515900,951.200012207031
"2015-06-09",948.549987792969,951.960021972656,936.640014648438,949.25,390055200,949.25
"2015-06-10",946.469970703125,967.989990234375,942.280029296875,964.650024414062,356974800,964.650024414062
"2015-06-11",963.419982910156,980.690002441406,961.989990234375,971.390014648438,470738100,971.390014648438
"2015-06-12",968.919982910156,970.77001953125,950.22998046875,958.409973144531,338535300,958.409973144531
"2015-06-15",947.859985351562,952.369995117188,941.630004882812,943.599975585938,557380100,943.599975585938
"2015-06-16",936.239990234375,951.820007324219,930.700012207031,948.919982910156,665664800,948.919982910156
"2015-06-17",950.789978027344,953.080017089844,936.739990234375,940.510009765625,388389300,940.510009765625
"2015-06-18",937.510009765625,942.640014648438,925.52001953125,942.640014648438,475629500,942.640014648438
"2015-06-19",943.539978027344,955.210021972656,942.469970703125,946.02001953125,756564800,946.02001953125
"2015-06-22",967.820007324219,980.710021972656,965.27001953125,979.179992675781,684644600,979.179992675781
"2015-06-23",988.200012207031,995.179992675781,984.719970703125,991.02001953125,662581300,991.02001953125
"2015-06-24",990.309997558594,991.52001953125,980.299987792969,987.130004882812,558277500,987.130004882812
"2015-06-25",977.700012207031,994.690002441406,977.700012207031,986.869995117188,526810500,986.869995117188
"2015-06-26",981.119995117188,995.570007324219,976.849975585938,989.299987792969,379173200,989.299987792969
"2015-06-29",944.77001953125,968.22998046875,944.77001953125,954.52001953125,952434500,954.52001953125
"2015-06-30",950.47998046875,958.539978027344,940.559997558594,940.559997558594,850991400,940.559997558594
"2015-07-01",951.630004882812,967.109985351562,944.359985351562,958.47998046875,684152900,958.47998046875
"2015-07-02",960.619995117188,961.669982910156,949.320007324219,949.72998046875,374200000,949.72998046875
"2015-07-03",949.450012207031,951.440002441406,939.070007324219,943.789978027344,312539800,943.789978027344
"2015-07-06",924.799987792969,937.97998046875,923.299987792969,927.299987792969,674798500,927.299987792969
"2015-07-07",927.919982910156,929.47998046875,907.780029296875,908.260009765625,580088800,908.260009765625
"2015-07-08",909.909973144531,920.159973144531,906.97998046875,914.309997558594,446965200,914.309997558594
"2015-07-09",918.719970703125,939.77001953125,916.849975585938,936.659973144531,559595000,936.659973144531
"2015-07-10",959.469970703125,965.119995117188,953.450012207031,962.419982910156,684863400,962.419982910156
"2015-07-13",975.200012207031,981.559997558594,972.640014648438,979.849975585938,764958500,979.849975585938
"2015-07-14",979.330017089844,985.75,977.080017089844,985.75,471380700,985.75
"2015-07-15",985.820007324219,991.929992675781,984.460021972656,990.989990234375,375463200,990.989990234375
"2015-07-16",996.030029296875,1008.15997314453,994.97998046875,1003.64001464844,544110900,1003.64001464844
"2015-07-17",1006.61999511719,1006.78002929688,1001.96002197266,1004.28997802734,340521800,1004.28997802734
"2015-07-20",1007.53997802734,1015.96997070312,1006.28002929688,1008.57000732422,324958800,1008.57000732422
"2015-07-21",1010.55999755859,1011.35998535156,998.650024414062,1000.78002929688,421623300,1000.78002929688
"2015-07-22",994.630004882812,1000.22998046875,994.090026855469,996.27001953125,314862000,996.27001953125
"2015-07-23",1004.28002929688,1004.28002929688,991.570007324219,995.349975585938,322158100,995.349975585938
"2015-07-24",992.97998046875,1000.84002685547,986.359985351562,987.469970703125,343896300,987.469970703125
"2015-07-27",982.75,983.880004882812,963.789978027344,964.02001953125,440759300,964.02001953125
"2015-07-28",969.97998046875,976.580017089844,965.760009765625,973.059997558594,712889100,973.059997558594
"2015-07-29",978.210021972656,981.530029296875,971.510009765625,980.390014648438,522384900,980.390014648438
"2015-07-30",983.909973144531,984.719970703125,976.97998046875,983.5,456873200,983.5
"2015-07-31",986.72998046875,988.840026855469,979.510009765625,987.830017089844,445751600,987.830017089844
"2015-08-03",988.119995117188,998.719970703125,987.299987792969,997.5,390297400,997.5
"2015-08-04",995.77001953125,995.77001953125,988.700012207031,995.309997558594,507080900,995.309997558594
"2015-08-05",999.77001953125,1009.65997314453,999.359985351562,1008.80999755859,386643400,1008.80999755859
"2015-08-06",1006.88000488281,1012.39001464844,1005.90002441406,1006.94000244141,647321100,1006.94000244141
"2015-08-07",1005.55999755859,1005.55999755859,998.090026855469,998.299987792969,475949900,998.299987792969
"2015-08-10",1003.53997802734,1005.27001953125,993.450012207031,1005.13000488281,337278900,1005.13000488281
"2015-08-11",1003.11999511719,1003.11999511719,988.590026855469,989.320007324219,356895800,989.320007324219
"2015-08-12",979.849975585938,979.849975585938,954.239990234375,957.309997558594,528682500,957.309997558594
"2015-08-13",971.719970703125,975.080017089844,964.010009765625,966.400024414062,496183500,966.400024414062
"2015-08-14",966.739990234375,972.210021972656,957.369995117188,960.299987792969,333299300,960.299987792969
"2015-08-17",967.570007324219,972,952.659973144531,963,310281900,963
"2015-08-18",961.210021972656,967.359985351562,959.140014648438,964.200012207031,291130000,964.200012207031
"2015-08-19",958.960021972656,960.440002441406,947.309997558594,947.309997558594,334284400,947.309997558594
"2015-08-20",944.349975585938,945.700012207031,925.159973144531,926.719970703125,320829000,926.719970703125
"2015-08-21",912.72998046875,924.760009765625,896.280029296875,896.280029296875,486135800,896.280029296875
"2015-08-24",864.919982910156,876.630004882812,819.25,849.940002441406,1159639000,849.940002441406
"2015-08-25",863.359985351562,890.869995117188,858.840026855469,884.719970703125,767082500,884.719970703125
"2015-08-26",873.549987792969,887.77001953125,859.059997558594,871.150024414062,723751000,871.150024414062
"2015-08-27",892.429992675781,905.390014648438,888.059997558594,900.510009765625,586586400,900.510009765625
"2015-08-28",903.239990234375,904.330017089844,894.099975585938,904.330017089844,369135600,904.330017089844
"2015-08-31",898.179992675781,902.030029296875,892.760009765625,900.52001953125,341188000,900.52001953125
"2015-09-01",888.840026855469,891.369995117188,870.700012207031,878.169982910156,452589200,878.169982910156
"2015-09-02",881.340026855469,888.47998046875,872.890014648438,880.590026855469,382274100,880.590026855469
"2015-09-03",889.679992675781,905.090026855469,886.830017089844,898.469970703125,504740300,898.469970703125
"2015-09-04",890.590026855469,891.090026855469,870.260009765625,874.580017089844,463950500,874.580017089844
"2015-09-07",882.349975585938,886.830017089844,875.440002441406,879.049987792969,409904200,879.049987792969
"2015-09-08",884.820007324219,898.289978027344,884.179992675781,887.25,401810200,887.25
"2015-09-09",907.960021972656,912.590026855469,899.070007324219,899.570007324219,589076800,899.570007324219
"2015-09-10",890.940002441406,898.460021972656,882.580017089844,886.010009765625,784515200,886.010009765625
"2015-09-11",889.52001953125,889.52001953125,875.030029296875,876.219970703125,533398700,876.219970703125
"2015-09-14",877.309997558594,885.859985351562,869.549987792969,870.700012207031,467090400,870.700012207031
"2015-09-15",872.190002441406,882.320007324219,866.219970703125,878.700012207031,535456700,878.700012207031
"2015-09-16",887.489990234375,896.690002441406,887.080017089844,895.030029296875,469460000,895.030029296875
"2015-09-17",898.219970703125,898.75,892.590026855469,896.400024414062,370000500,896.400024414062
"2015-09-18",891.049987792969,891.5,868.919982910156,875.909973144531,758938200,875.909973144531
"2015-09-21",874.409973144531,888.890014648438,874.409973144531,884.580017089844,418901300,884.580017089844
"2015-09-22",884.869995117188,884.869995117188,855.109985351562,856.799987792969,471788300,856.799987792969
"2015-09-23",856.320007324219,867.690002441406,851.409973144531,857.099975585938,403501500,857.099975585938
"2015-09-24",857.059997558594,860.210021972656,833.530029296875,839.900024414062,540626400,839.900024414062
"2015-09-25",854.320007324219,870.679992675781,852.130004882812,865.599975585938,398108200,865.599975585938
"2015-09-28",861.849975585938,865.219970703125,841.989990234375,844.530029296875,525114000,844.530029296875
"2015-09-29",832.340026855469,846.039978027344,828.719970703125,838.450012207031,848600400,838.450012207031
"2015-09-30",853.599975585938,861.919982910156,850.909973144531,858.549987792969,668525000,858.549987792969
"2015-10-01",869.859985351562,872.109985351562,849.690002441406,853.119995117188,831948900,853.119995117188
"2015-10-02",861.719970703125,870.650024414062,845.830017089844,859.799987792969,1025210700,859.799987792969
"2015-10-05",874.840026855469,891.349975585938,872.47998046875,888.97998046875,781643900,888.97998046875
"2015-10-06",888.460021972656,901.869995117188,884.140014648438,897.239990234375,1027848000,897.239990234375
"2015-10-07",903.130004882812,910.22998046875,896.789978027344,899.109985351562,854510600,899.109985351562
"2015-10-08",897.650024414062,902.27001953125,894.640014648438,900.25,658449500,900.25
"2015-10-09",908.960021972656,910.659973144531,902.609985351562,904.619995117188,758861100,904.619995117188
"2015-10-12",905.400024414062,907.460021972656,898.219970703125,901.320007324219,540609900,901.320007324219
"2015-10-13",900.559997558594,900.559997558594,887.359985351562,895.570007324219,736389800,895.570007324219
"2015-10-14",888.590026855469,899.140014648438,884.429992675781,890.159973144531,563488400,890.159973144531
"2015-10-15",898.900024414062,903.929992675781,893.880004882812,902.659973144531,504648600,902.659973144531
"2015-10-16",907.090026855469,910.609985351562,904.190002441406,908.179992675781,504763300,908.179992675781
"2015-10-19",907.280029296875,916.059997558594,906.840026855469,909.77001953125,321339000,909.77001953125
"2015-10-20",910.099975585938,911.570007324219,900.960021972656,905.200012207031,342694800,905.200012207031
"2015-10-21",908.25,911.960021972656,899.570007324219,907.25,497884600,907.25
"2015-10-22",903.590026855469,928.359985351562,902.700012207031,926.039978027344,605957300,926.039978027344
"2015-10-23",933.190002441406,951.710021972656,933.190002441406,946.280029296875,616654100,946.280029296875
"2015-10-26",943.590026855469,946.929992675781,938.450012207031,941.359985351562,477847200,941.359985351562
"2015-10-27",939.969970703125,942.390014648438,932.440002441406,932.440002441406,500385300,932.440002441406
"2015-10-28",934.880004882812,943.159973144531,932.619995117188,940.809997558594,533650100,940.809997558594
"2015-10-29",942.549987792969,943.77001953125,933.820007324219,940.429992675781,625547300,940.429992675781
"2015-10-30",942.349975585938,944.989990234375,935.25,941.710021972656,566442100,941.710021972656
"2015-11-02",933.169982910156,948.030029296875,932.710021972656,945.219970703125,207734800,945.219970703125
"2015-11-03",944.630004882812,948.799987792969,942.25,948.799987792969,215038100,948.799987792969
"2015-11-04",952.349975585938,959.799987792969,951.22998046875,952.559997558594,259280500,952.559997558594
"2015-11-05",955.549987792969,960.010009765625,948.469970703125,953.809997558594,300014400,953.809997558594
"2015-11-06",951.820007324219,961.929992675781,946.950012207031,957.25,273562000,957.25
"2015-11-09",958,958.719970703125,943.849975585938,944.869995117188,199370000,944.869995117188
"2015-11-10",949.200012207031,950.309997558594,937.640014648438,945.27001953125,226382400,945.27001953125
"2015-11-11",946.929992675781,957.239990234375,946.77001953125,954.049987792969,231900300,954.049987792969
"2015-11-12",951.719970703125,956.549987792969,936.179992675781,937.109985351562,253370100,937.109985351562
"2015-11-13",934.080017089844,937.030029296875,920.450012207031,928.169982910156,226101900,928.169982910156
"2015-11-16",919.429992675781,932.349975585938,918.549987792969,929.130004882812,201986900,929.130004882812
"2015-11-17",937.799987792969,954.099975585938,936.200012207031,954.099975585938,230918700,954.099975585938
"2015-11-18",947.929992675781,952.340026855469,945.359985351562,950.380004882812,184913900,950.380004882812
"2015-11-19",956.869995117188,960.640014648438,950.400024414062,952.679992675781,206305600,952.679992675781
"2015-11-20",954.700012207031,956.119995117188,946.409973144531,952.099975585938,227657300,952.099975585938
"2015-11-23",950.390014648438,952.27001953125,943.309997558594,949.429992675781,176258700,949.429992675781
"2015-11-24",944.72998046875,944.72998046875,929.190002441406,937.72998046875,226792000,937.72998046875
"2015-11-25",939.119995117188,954.289978027344,937.940002441406,951.219970703125,221148300,951.219970703125
"2015-11-26",950.450012207031,962.52001953125,950.340026855469,961.799987792969,178345100,961.799987792969
"2015-11-27",957.150024414062,965.190002441406,955.330017089844,959.880004882812,160239600,959.880004882812
"2015-11-30",957.710021972656,966.559997558594,954.690002441406,961.869995117188,248402200,961.869995117188
"2015-12-01",963.549987792969,964.869995117188,952.409973144531,955.469970703125,227079900,955.469970703125
"2015-12-02",957.320007324219,961.159973144531,952.419982910156,955.179992675781,226667000,955.179992675781
"2015-12-03",953.739990234375,967.02001953125,923.239990234375,923.260009765625,395846300,923.260009765625
"2015-12-04",920.400024414062,923.380004882812,912.330017089844,919.260009765625,291476000,919.260009765625
"2015-12-07",925.780029296875,936.380004882812,923.390014648438,926.469970703125,195824500,926.469970703125
"2015-12-08",925.880004882812,927.02001953125,907.900024414062,911.969970703125,258436000,911.969970703125
"2015-12-09",914.719970703125,917.760009765625,901.880004882812,905.289978027344,300915600,905.289978027344
"2015-12-10",901.450012207031,908.429992675781,897.049987792969,902.669982910156,244313600,902.669982910156
"2015-12-11",900.070007324219,901.340026855469,881.140014648438,885.039978027344,279463400,885.039978027344
"2015-12-14",889.080017089844,896.869995117188,868.75,869.239990234375,278480900,869.239990234375
"2015-12-15",877.340026855469,896.859985351562,876.659973144531,895.059997558594,302045500,895.059997558594
"2015-12-16",896.549987792969,904.859985351562,891.820007324219,898.140014648438,246568500,898.140014648438
"2015-12-17",917.309997558594,922.030029296875,908.669982910156,909.960021972656,287878800,909.960021972656
"2015-12-18",901.280029296875,908.190002441406,895.440002441406,899.75,402068200,899.75
"2015-12-21",898.419982910156,907.289978027344,888.119995117188,888.130004882812,210122100,888.130004882812
"2015-12-22",893.710021972656,895.239990234375,881.900024414062,889.390014648438,173297600,889.390014648438
"2015-12-23",898.349975585938,912.940002441406,898.349975585938,910.940002441406,189156700,910.940002441406
"2015-12-24",909.909973144531,910.659973144531,907.570007324219,910.010009765625,29925500,910.010009765625
"2015-12-28",911.010009765625,911.239990234375,900.809997558594,902.450012207031,90274500,902.450012207031
"2015-12-29",907.580017089844,918.109985351562,907.580017089844,918.109985351562,127113200,918.109985351562
"2015-12-30",916.039978027344,919.299987792969,912.940002441406,914.109985351562,114835500,914.109985351562
"2016-01-04",897.309997558594,897.559997558594,879.780029296875,885,247290100,885
"2016-01-05",894.940002441406,895.330017089844,879.039978027344,890.530029296875,204309000,890.530029296875
"2016-01-06",888.619995117188,889.489990234375,871.859985351562,879.27001953125,211763700,879.27001953125
"2016-01-07",855.080017089844,869.210021972656,849.109985351562,864.859985351562,289963000,864.859985351562
"2016-01-08",864.539978027344,871.320007324219,850.02001953125,850.02001953125,257106500,850.02001953125
"2016-01-11",850.049987792969,859.919982910156,848.380004882812,848.760009765625,224867800,848.760009765625
"2016-01-12",848.77001953125,867.159973144531,846.739990234375,858.179992675781,255202100,858.179992675781
"2016-01-13",866.590026855469,874.75,857.280029296875,860.590026855469,251612300,860.590026855469
"2016-01-14",850.789978027344,852.260009765625,831.340026855469,845.289978027344,333586900,845.289978027344
"2016-01-15",844.239990234375,847.400024414062,821.510009765625,827.530029296875,356096500,827.530029296875
"2016-01-18",827.75,835.559997558594,817.820007324219,822.650024414062,244224700,822.650024414062
"2016-01-19",838.559997558594,844.52001953125,834.349975585938,837.97998046875,250646200,837.97998046875
"2016-01-20",819.299987792969,821.25,802.77001953125,809.650024414062,326675400,809.650024414062
"2016-01-21",811.710021972656,831.890014648438,809.330017089844,827.260009765625,345159100,827.260009765625
"2016-01-22",844.070007324219,859.02001953125,841.619995117188,853.469970703125,304518900,853.469970703125
"2016-01-25",858.640014648438,858.640014648438,846.960021972656,851,228873600,851
"2016-01-26",836.940002441406,860.690002441406,834.210021972656,858.940002441406,275515500,858.940002441406
"2016-01-27",857.159973144531,863.72998046875,851.179992675781,863.72998046875,234253600,863.72998046875
"2016-01-28",860.340026855469,867.739990234375,846.330017089844,852.849975585938,299941300,852.849975585938
"2016-01-29",864.890014648438,874.299987792969,857,874.299987792969,295182600,874.299987792969
"2016-02-01",875.130004882812,875.469970703125,862.380004882812,870.409973144531,226737500,870.409973144531
"2016-02-02",867.22998046875,867.320007324219,846.169982910156,852,280532100,852
"2016-02-03",851.549987792969,853.460021972656,830.239990234375,839.340026855469,322716200,839.340026855469
"2016-02-04",848.140014648438,849.090026855469,831.059997558594,838.280029296875,347661800,838.280029296875
"2016-02-05",838.460021972656,844.590026855469,828.679992675781,830.869995117188,340022100,830.869995117188
"2016-02-08",834.22998046875,834.809997558594,799.320007324219,803.030029296875,347959200,803.030029296875
"2016-02-09",803.469970703125,808.289978027344,781.049987792969,790.299987792969,403042900,790.299987792969
"2016-02-10",795.22998046875,810.640014648438,788.010009765625,800.030029296875,319426700,800.030029296875
"2016-02-11",788,789.109985351562,769.25,771.429992675781,382058000,771.429992675781
"2016-02-12",780.539978027344,789.72998046875,776.989990234375,789.72998046875,336887900,789.72998046875
"2016-02-15",807.289978027344,818.679992675781,805.880004882812,813.659973144531,256477600,813.659973144531
"2016-02-16",821.27001953125,822.450012207031,809.260009765625,813.830017089844,264809800,813.830017089844
"2016-02-17",815.469970703125,836.169982910156,814.609985351562,835.659973144531,301494100,835.659973144531
"2016-02-18",839.299987792969,843.710021972656,831.510009765625,834.359985351562,272919200,834.359985351562
"2016-02-19",832.440002441406,836.849975585938,822.539978027344,829.489990234375,248256900,829.489990234375
"2016-02-22",837.369995117188,845.580017089844,836.940002441406,844.299987792969,212934700,844.299987792969
"2016-02-23",839.030029296875,844.659973144531,833.260009765625,833.52001953125,215767900,833.52001953125
"2016-02-24",832.840026855469,832.840026855469,810.960021972656,816.97998046875,260011400,816.97998046875
"2016-02-25",827.570007324219,835.280029296875,822.349975585938,830.929992675781,252378600,830.929992675781
"2016-02-26",839.719970703125,849.900024414062,839.719970703125,842.419982910156,255468400,842.419982910156
"2016-02-29",836.349975585938,850.400024414062,832.169982910156,849.950012207031,254460800,849.950012207031
