year,month,day,rate1y,rate3y
2003,2,21,1.3,2.04
2003,2,28,1.27,1.96
2003,3,7,1.22,1.84
2003,3,14,1.16,1.85
2003,3,21,1.32,2.14
2003,3,28,1.27,2.08
2003,4,4,1.19,1.97
2003,4,11,1.25,2.05
2003,4,18,1.33,2.14
2003,4,25,1.31,2.1
2003,5,2,1.25,1.99
2003,5,9,1.23,1.86
2003,5,16,1.2,1.76
2003,5,23,1.13,1.65
2003,5,30,1.13,1.6
2003,6,6,1.08,1.53
2003,6,13,0.97,1.39
2003,6,20,0.95,1.52
2003,6,27,1.02,1.59
2003,7,4,1.07,1.67
2003,7,11,1.08,1.74
2003,7,18,1.1,1.9
2003,7,25,1.13,2.07
2003,8,1,1.22,2.27
2003,8,8,1.26,2.32
2003,8,15,1.29,2.41
2003,8,22,1.33,2.47
2003,8,29,1.35,2.55
2003,9,5,1.33,2.51
2003,9,12,1.22,2.25
2003,9,19,1.21,2.16
2003,9,26,1.22,2.15
2003,10,3,1.17,2.02
2003,10,10,1.2,2.17
2003,10,17,1.29,2.36
2003,10,24,1.3,2.36
2003,10,31,1.3,2.33
2003,11,7,1.35,2.49
2003,11,14,1.36,2.51
2003,11,21,1.3,2.35
2003,11,28,1.35,2.47
2003,12,5,1.37,2.58
2003,12,12,1.31,2.45
2003,12,19,1.27,2.38
2003,12,26,1.28,2.38
2004,1,2,1.29,2.4
2004,1,9,1.29,2.36
2004,1,16,1.19,2.16
2004,1,23,1.2,2.19
2004,1,30,1.25,2.32
2004,2,6,1.28,2.33
2004,2,13,1.24,2.25
2004,2,20,1.23,2.22
2004,2,27,1.22,2.18
2004,3,5,1.23,2.16
2004,3,12,1.16,1.94
2004,3,19,1.18,1.94
2004,3,26,1.17,1.93
2004,4,2,1.23,2.1
2004,4,9,1.32,2.37
2004,4,16,1.41,2.53
2004,4,23,1.5,2.67
2004,4,30,1.55,2.82
2004,5,7,1.63,2.96
2004,5,14,1.83,3.19
2004,5,21,1.83,3.14
2004,5,28,1.82,3.11
2004,6,4,1.92,3.19
2004,6,11,2.07,3.27
2004,6,18,2.22,3.32
2004,6,25,2.16,3.24
2004,7,2,2.14,3.16
2004,7,9,2.04,2.98
2004,7,16,2.07,2.99
2004,7,23,2.12,3.05
2004,7,30,2.16,3.16
2004,8,6,2.07,3
2004,8,13,1.99,2.89
2004,8,20,1.98,2.83
2004,8,27,2.03,2.86
2004,9,3,2.03,2.81
2004,9,10,2.1,2.86
2004,9,17,2.09,2.81
2004,9,24,2.14,2.81
2004,10,1,2.2,2.87
2004,10,8,2.24,2.95
2004,10,15,2.18,2.8
2004,10,22,2.22,2.81
2004,10,29,2.27,2.83
2004,11,5,2.35,2.91
2004,11,12,2.47,3.08
2004,11,19,2.53,3.12
2004,11,26,2.6,3.22
2004,12,3,2.62,3.27
2004,12,10,2.6,3.16
2004,12,17,2.66,3.18
2004,12,24,2.71,3.22
2004,12,31,2.77,3.27
2005,1,7,2.82,3.36
2005,1,14,2.85,3.39
2005,1,21,2.87,3.39
2005,1,28,2.89,3.41
2005,2,4,2.95,3.46
2005,2,11,2.96,3.44
2005,2,18,3.05,3.55
2005,2,25,3.13,3.65
2005,3,4,3.2,3.75
2005,3,11,3.24,3.85
2005,3,18,3.31,3.93
2005,3,25,3.38,4.03
2005,4,1,3.38,4.01
2005,4,8,3.33,3.9
2005,4,15,3.32,3.81
2005,4,22,3.28,3.7
2005,4,29,3.33,3.73
2005,5,6,3.33,3.72
2005,5,13,3.35,3.77
2005,5,20,3.32,3.72
2005,5,27,3.32,3.71
2005,6,3,3.28,3.6
2005,6,10,3.3,3.67
2005,6,17,3.39,3.77
2005,6,24,3.4,3.69
2005,7,1,3.46,3.69
2005,7,8,3.52,3.8
2005,7,15,3.59,3.89
2005,7,22,3.68,3.96
2005,7,29,3.77,4.02
2005,8,5,3.84,4.1
2005,8,12,3.9,4.16
2005,8,19,3.89,4.07
2005,8,26,3.88,4.04
2005,9,2,3.77,3.9
2005,9,9,3.76,3.88
2005,9,16,3.82,3.93
2005,9,23,3.88,3.98
2005,9,30,3.97,4.11
2005,10,7,4.08,4.21
2005,10,14,4.14,4.27
2005,10,21,4.19,4.28
2005,10,28,4.26,4.37
2005,11,4,4.32,4.46
2005,11,11,4.35,4.5
2005,11,18,4.36,4.45
2005,11,25,4.3,4.35
2005,12,2,4.34,4.4
2005,12,9,4.35,4.42
2005,12,16,4.34,4.39
2005,12,23,4.37,4.39
2005,12,30,4.36,4.34
2006,1,6,4.37,4.3
2006,1,13,4.41,4.34
2006,1,20,4.43,4.3
2006,1,27,4.5,4.39
2006,2,3,4.6,4.52
2006,2,10,4.67,4.61
2006,2,17,4.7,4.67
2006,2,24,4.72,4.69
2006,3,3,4.74,4.71
2006,3,10,4.77,4.78
2006,3,17,4.76,4.7
2006,3,24,4.77,4.69
2006,3,31,4.82,4.79
2006,4,7,4.85,4.84
2006,4,14,4.91,4.9
2006,4,21,4.9,4.88
2006,4,28,4.94,4.92
2006,5,5,4.98,4.96
2006,5,12,5.01,5
2006,5,19,4.98,4.97
2006,5,26,4.99,4.95
2006,6,2,5.03,4.99
2006,6,9,5.04,4.97
2006,6,16,5.13,5.04
2006,6,23,5.24,5.18
2006,6,30,5.27,5.21
2006,7,7,5.27,5.16
2006,7,14,5.24,5.1
2006,7,21,5.22,5.06
2006,7,28,5.17,5.01
2006,8,4,5.1,4.9
2006,8,11,5.09,4.89
2006,8,18,5.1,4.88
2006,8,25,5.07,4.8
2006,9,1,5.03,4.75
2006,9,8,5.02,4.75
2006,9,15,5.02,4.76
2006,9,22,4.97,4.69
2006,9,29,4.9,4.59
2006,10,6,4.9,4.59
2006,10,13,5.03,4.78
2006,10,20,5.05,4.78
2006,10,27,5.07,4.78
2006,11,3,5,4.64
2006,11,10,5.03,4.67
2006,11,17,5.03,4.68
2006,11,24,5.01,4.64
2006,12,1,4.95,4.54
2006,12,8,4.9,4.48
2006,12,15,4.95,4.58
2006,12,22,4.96,4.61
2006,12,29,4.99,4.7
2007,1,5,4.98,4.68
2007,1,12,5.03,4.74
2007,1,19,5.08,4.81
2007,1,26,5.1,4.87
2007,2,2,5.1,4.89
2007,2,9,5.07,4.8
2007,2,16,5.07,4.78
2007,2,23,5.05,4.73
2007,3,2,4.96,4.55
2007,3,9,4.92,4.51
2007,3,16,4.93,4.5
2007,3,23,4.93,4.51
2007,3,30,4.9,4.51
2007,4,6,4.94,4.58
2007,4,13,4.97,4.67
2007,4,20,4.93,4.6
2007,4,27,4.9,4.57
2007,5,4,4.9,4.58
2007,5,11,4.89,4.6
2007,5,18,4.86,4.69
2007,5,25,4.95,4.78
2007,6,1,4.96,4.88
2007,6,8,4.98,4.98
2007,6,15,4.98,5.09
2007,6,22,4.95,5
2007,6,29,4.94,4.93
2007,7,6,4.99,4.95
2007,7,13,5,4.94
2007,7,20,4.99,4.87
2007,7,27,4.91,4.68
2007,8,3,4.83,4.53
2007,8,10,4.78,4.53
2007,8,17,4.44,4.32
2007,8,24,4.16,4.21
2007,8,31,4.3,4.18
2007,9,7,4.27,4.06
2007,9,14,4.15,4.01
2007,9,21,4.11,4.11
2007,9,28,4.05,4.07
2007,10,5,4.12,4.07
2007,10,12,4.24,4.22
2007,10,19,4.14,4.06
2007,10,26,3.97,3.82
2007,11,2,3.93,3.82
2007,11,9,3.72,3.59
2007,11,16,3.58,3.43
2007,11,23,3.3,3.11
2007,11,30,3.25,3.08
2007,12,7,3.17,2.99
2007,12,14,3.2,3.17
2007,12,21,3.28,3.17
2007,12,28,3.42,3.23
2008,1,4,3.18,2.89
2008,1,11,3.04,2.71
2008,1,18,2.83,2.51
2008,1,25,2.31,2.21
2008,2,1,2.23,2.31
2008,2,8,2.08,2.15
2008,2,15,2.04,2.13
2008,2,22,2.1,2.3
2008,2,29,1.98,2.19
2008,3,7,1.66,1.83
2008,3,14,1.52,1.78
2008,3,21,1.35,1.66
2008,3,28,1.6,1.89
2008,4,4,1.63,1.97
2008,4,11,1.63,2.01
2008,4,18,1.67,2.18
2008,4,25,1.88,2.5
2008,5,2,1.93,2.56
2008,5,9,1.94,2.55
2008,5,16,2.07,2.69
2008,5,23,2.09,2.7
2008,5,30,2.19,2.91
2008,6,6,2.14,2.78
2008,6,13,2.51,3.22
2008,6,20,2.57,3.24
2008,6,27,2.46,3.08
2008,7,4,2.35,2.88
2008,7,11,2.25,2.77
2008,7,18,2.21,2.82
2008,7,25,2.33,3.01
2008,8,1,2.3,2.88
2008,8,8,2.23,2.8
2008,8,15,2.18,2.75
2008,8,22,2.12,2.62
2008,8,29,2.17,2.61
2008,9,5,2.08,2.46
2008,9,12,2.05,2.43
2008,9,19,1.69,2.1
2008,9,26,1.95,2.37
2008,10,3,1.59,2.03
2008,10,10,1.24,1.81
2008,10,17,1.25,1.94
2008,10,24,1.66,1.84
2008,10,31,1.44,1.82
2008,11,7,1.24,1.65
2008,11,14,1.12,1.63
2008,11,21,0.96,1.38
2008,11,28,0.93,1.4
2008,12,5,0.69,1.11
2008,12,12,0.5,1.16
2008,12,19,0.45,0.96
2008,12,26,0.4,1.12
2009,1,2,0.37,1.01
2009,1,9,0.44,1.12
2009,1,16,0.43,1.05
2009,1,23,0.43,1.11
2009,1,30,0.49,1.25
2009,2,6,0.54,1.38
2009,2,13,0.6,1.36
2009,2,20,0.64,1.31
2009,2,27,0.72,1.42
2009,3,6,0.68,1.33
2009,3,13,0.7,1.41
2009,3,20,0.64,1.28
2009,3,27,0.59,1.28
2009,4,3,0.58,1.22
2009,4,10,0.6,1.35
